Israel06HS_2020-06-15T00-51-42_NoiseProportion_0.6_50_exp.json
Hor
NumberOfAgents,LastDiminisher,Assessor,LastDiminisherTTC,Selling,LastDiminisher_Conf,As_Conf,LastDiminisherTTC_Conf
4,0.08534797399711107,0.5359988512408619,,1.0,0.013594640223068952,0.0,
8,0.0345497675313148,0.14936138807621016,,1.0,0.006674166729551634,0.0,
16,0.016041007743031285,0.16897498511982706,,1.0,0.0010699198683628546,0.0,
32,0.007441242004358385,0.08587027109408124,,1.0,0.0004541370321116218,0.0,
64,0.0036042802557684443,0.04446130414888024,,1.0,0.00011995027835445089,0.0,
128,0.001780741427005198,0.03759835800762111,,1.0,3.8937203761052224e-05,0.0,
""
""
""
Ver
NumberOfAgents,LastDiminisher,Assessor,LastDiminisherTTC,Selling,LastDiminisher_Conf,As_Conf,LastDiminisherTTC_Conf
4,0.07836988196358984,0.5359988512408619,,1.0,0.013940137042050712,0.0,
8,0.035988838342960384,0.14936138807621016,,1.0,0.003206508112718698,0.0,
16,0.016808537186362008,0.16897498511982706,,1.0,0.0018470603284716587,0.0,
32,0.00808337842736547,0.08587027109408124,,1.0,0.0004276667095140205,0.0,
64,0.003968451032283918,0.04446130414888024,,1.0,0.00016564967977035172,0.0,
128,0.0019453174325005154,0.03759835800762111,,1.0,4.214671365568136e-05,0.0,
""
""
""
HighestScatter
NumberOfAgents,LastDiminisher,Assessor,LastDiminisherTTC,Selling,LastDiminisher_Conf,As_Conf,LastDiminisherTTC_Conf
4,0.23887410647617566,0.5359988512408619,,1.0,0.32811227688096145,0.0,
8,0.05584407053353183,0.14936138807621016,,1.0,0.05457514175381073,0.0,
16,0.03906024649825604,0.16897498511982706,,1.0,0.007220388874443728,0.0,
32,0.019261265633785545,0.08587027109408124,,1.0,0.004168457549067966,0.0,
64,0.009281900819601493,0.04446130414888024,,1.0,0.0016132600306232648,0.0,
128,0.004501276708906327,0.03759835800762111,,1.0,0.0005384299186243216,0.0,
""
""
""
MostValuableMargin
NumberOfAgents,LastDiminisher,Assessor,LastDiminisherTTC,Selling,LastDiminisher_Conf,As_Conf,LastDiminisherTTC_Conf
4,0.19639498433133376,0.5359988512408619,,1.0,0.35609306552910114,0.0,
8,0.06420677746930824,0.14936138807621016,,1.0,0.06264109877015812,0.0,
16,0.03395536461855421,0.16897498511982706,,1.0,0.019980780114674617,0.0,
32,0.016801205092601277,0.08587027109408124,,1.0,0.005097832021055224,0.0,
64,0.008290689040389364,0.04446130414888024,,1.0,0.002049436485771701,0.0,
128,0.004265645774487416,0.03759835800762111,,1.0,0.0006352049306452763,0.0,
""
""
""
LargestMargin
NumberOfAgents,LastDiminisher,Assessor,LastDiminisherTTC,Selling,LastDiminisher_Conf,As_Conf,LastDiminisherTTC_Conf
4,0.25038350941416226,0.5359988512408619,,1.0,0.3178899142581965,0.0,
8,0.06903366729243103,0.14936138807621016,,1.0,0.05519108969522905,0.0,
16,0.036258173847014546,0.16897498511982706,,1.0,0.012698550727925502,0.0,
32,0.01731105624975757,0.08587027109408124,,1.0,0.006585872731231221,0.0,
64,0.008271656121141686,0.04446130414888024,,1.0,0.0021354107041710257,0.0,
128,0.004239472189204932,0.03759835800762111,,1.0,0.0009668419901669185,0.0,
""
""
""
VerHor
NumberOfAgents,LastDiminisher,Assessor,LastDiminisherTTC,Selling,LastDiminisher_Conf,As_Conf,LastDiminisherTTC_Conf
4,0.31057364008756194,0.5359988512408619,,1.0,0.03512093365255439,0.0,
8,0.08396039898742778,0.14936138807621016,,1.0,0.020247940974151682,0.0,
16,0.03812012245952926,0.16897498511982706,,1.0,0.003796015243255174,0.0,
32,0.017612042655661984,0.08587027109408124,,1.0,0.0009295660681833647,0.0,
64,0.00838966135625051,0.04446130414888024,,1.0,0.0005766078561319706,0.0,
128,0.004143105698007268,0.03759835800762111,,1.0,0.00018697275373201464,0.0,
""
""
""
HorVer
NumberOfAgents,LastDiminisher,Assessor,LastDiminisherTTC,Selling,LastDiminisher_Conf,As_Conf,LastDiminisherTTC_Conf
4,0.37288471550844654,0.5359988512408619,,1.0,0.08519089093920441,0.0,
8,0.08143898414896122,0.14936138807621016,,1.0,0.011194321181765488,0.0,
16,0.03541899170240525,0.16897498511982706,,1.0,0.003637004806458712,0.0,
32,0.01748142399521963,0.08587027109408124,,1.0,0.0013252573781512144,0.0,
64,0.008312954800246262,0.04446130414888024,,1.0,0.0005756904809658928,0.0,
128,0.004131156601337605,0.03759835800762111,,1.0,0.0001698761805038544,0.0,
""
""
""
SmallestPiece
NumberOfAgents,LastDiminisher,Assessor,LastDiminisherTTC,Selling,LastDiminisher_Conf,As_Conf,LastDiminisherTTC_Conf
4,0.07836988196358984,0.5359988512408619,,1.0,0.013940137042050712,0.0,
8,0.035988838342960384,0.14936138807621016,,1.0,0.003206508112718698,0.0,
16,0.016808537186362008,0.16897498511982706,,1.0,0.0018470603284716587,0.0,
32,0.00808337842736547,0.08587027109408124,,1.0,0.0004276667095140205,0.0,
64,0.003968451032283918,0.04446130414888024,,1.0,0.00016564967977035172,0.0,
128,0.0019453174325005154,0.03759835800762111,,1.0,4.214671365568136e-05,0.0,
""
""
""
SquarePiece
NumberOfAgents,LastDiminisher,Assessor,LastDiminisherTTC,Selling,LastDiminisher_Conf,As_Conf,LastDiminisherTTC_Conf
4,0.3083763051040898,0.5359988512408619,,1.0,0.04157656085669996,0.0,
8,0.10267179509660647,0.14936138807621016,,1.0,0.010646055729636443,0.0,
16,0.03953090888750357,0.16897498511982706,,1.0,0.0029444733780773277,0.0,
