
NumberOfAgents,NoiseProportion,Algorithm,Method,egalitarianGain_Avg,egalitarianGain_StDev,egalitarianGain_interval,ttc_egalitarianGain_Avg,ttc_egalitarianGain_StDev,ttc_egalitarianGain_interval,utilitarianGain_Avg,utilitarianGain_StDev,utilitarianGain_interval,ttc_utilitarianGain_Avg,ttc_utilitarianGain_StDev,ttc_utilitarianGain_interval,averageFaceRatio_Avg,averageFaceRatio_StDev,averageFaceRatio_interval,largestFaceRatio,smallestFaceRatio_Avg,smallestFaceRatio_StDev,smallestFaceRatio_interval,averageInheritanceGain,largestInheritanceGain,largestEnvy_Avg,largestEnvy_StDev,largestEnvy_interval,ttc_largestEnvy_Avg,ttc_largestEnvy_StDev,ttc_largestEnvy_interval,experimentDurationSec_Avg,experimentDurationSec_StDev,experimentDurationSec_interval,experiment,dishonestAgent,relativeValues,ttc_relativeValues,comment
4,0.2,Honest_EvenPaz,Hor,1.0185050737121788,0.012338892955555897,0.039267864297706886,1.0188403438121798,0.012209226853696676,0.03885520889092439,1.0373166919331194,0.014343300077779318,0.04564678233811227,1.0383609168528807,0.014175542011713548,0.04511290130057963,0.30952380952380953,1.3317010687635424e-17,4.2380671460296395e-17,0,0.21716048061312118,0.008699146422191335,0.02768456639042963,0,0,1.0186188283296638,0.02267588442009235,0.07216478459177587,1.0150535635321871,0.021581894959995816,0.06868322187647175,0.04634007453918457,0.01396161828720237,0.04443210053389638,450,,"{'289': 0.253725372611519, '841': 0.2507400431136046, '944': 0.25035317368657184, '985': 0.25278626710642627}","{'289': 0.253725372611519, '841': 0.2507400431136046, '944': 0.25035317368657184, '985': 0.25278626710642627}",
4,0.2,Assessor_NoPattern,NoPattern,0.9719431178872092,0.004220329484205385,0.013430971974091667,0.9788555959622341,0.011583893140885232,0.036865117927017924,0.9964993808942387,0.013259800819246435,0.04219860412601606,1.0291286491625582,0.016708368701731598,0.053173486242152936,0.7935668796805543,0.0,0.0,0,0.5409283615117215,0.0,0.0,0,0,1.1082614361930752,0.019255779765406225,0.06128048516978451,1.086162725345709,0.031496978468719475,0.10023744275539427,0.011398782730102539,0.014559981014205654,0.0463363577836678,450,,"{'289': 0.2436247384722536, '841': 0.2456817678783196, '944': 0.2501995212727425, '985': 0.2446115799291969}","{'289': 0.26912578458323944, '841': 0.2456817678783196, '944': 0.25919507289347476, '985': 0.2446115799291969}",
4,0.2,Integrated_Honest_EvenPaz,Hor,0.04790605022872639,0.012338892955555897,0.039267864297706886,0.04825099850175888,0.012209226853696676,0.03885520889092439,0.04096069884383872,0.014343300077779318,0.04564678233811227,0.042008592038538184,0.014175542011713548,0.04511290130057963,-0.6099587603146863,1.3317010687635424e-17,4.2380671460296395e-17,0,-0.5985411450672928,0.008699146422191335,0.02768456639042963,0,0,-0.08088579547740786,0.02267588442009235,0.07216478459177587,-0.0841027844305952,0.021581894959995816,0.06868322187647175,3.065352909728433,0.01396161828720237,0.04443210053389638,450,,"{'289': 0.253725372611519, '841': 0.2507400431136046, '944': 0.25035317368657184, '985': 0.25278626710642627}","{'289': 0.253725372611519, '841': 0.2507400431136046, '944': 0.25035317368657184, '985': 0.25278626710642627}",
8,0.2,Honest_EvenPaz,Hor,1.0247657465256343,0.014773657851770943,0.03493414963242629,1.0256781932544186,0.015081331205430655,0.035661681505879714,1.0733394610346223,0.01779280425298161,0.04207329643007951,1.0749489956035085,0.01760670704351666,0.041633246455533346,0.15476190476190477,3.9252311467094376e-18,9.281696760330101e-18,0,0.08104394605655257,0.004125935752174175,0.009756287737701475,0,0,1.0606387271114868,0.04238187468570789,0.10021720868510439,1.05642419849267,0.04242846649951168,0.10032738081792338,0.09253725051879882,0.021722687859866946,0.0513659945105684,850,,"{'160': 0.1441949434504625, '187': 0.1319452512276707, '395': 0.14832503882542777, '491': 0.1333274809361812, '553': 0.12640953588121434, '605': 0.13364095692510178, '786': 0.1376044110105749, '90': 0.13246117406820496}","{'160': 0.1441949434504625, '187': 0.1319452512276707, '395': 0.14832503882542777, '491': 0.1333274809361812, '553': 0.12640953588121434, '605': 0.13364095692510178, '786': 0.1376044110105749, '90': 0.13246117406820496}",
8,0.2,Assessor_NoPattern,NoPattern,0.9710611021128397,0.0031054566731451537,0.007343238159780795,0.9767192124706496,0.011673214518386809,0.02760276613742296,1.0016557682630198,0.02014918467846391,0.047645250728780925,1.0658765005577293,0.022464204836709793,0.05311940353654684,0.6278730560333143,2.6634021375270848e-17,6.297945284589213e-17,0,0.42145462906394826,0.0,0.0,0,0,1.2151086535981455,0.029611770169844148,0.07002070985895684,1.1849668026204732,0.047392179688101076,0.11206469739872152,0.07927137851715088,0.008240922768653241,0.019486685829460393,850,,"{'160': 0.12131209004132597, '187': 0.12161728361278197, '395': 0.12127238130881658, '491': 0.12224497453349772, '553': 0.12160493855846159, '605': 0.12381440544233582, '786': 0.13531388301884326, '90': 0.12350460473889521}","{'160': 0.1508746437497278, '187': 0.12161728361278197, '395': 0.12127238130881672, '491': 0.12224497453349772, '553': 0.13705703448815834, '605': 0.12381440544233582, '786': 0.13531388301884326, '90': 0.1354677668277348}",
8,0.2,Integrated_Honest_EvenPaz,Hor,0.05530511344337016,0.014773657851770943,0.03493414963242629,0.05624475228463247,0.015081331205430655,0.035661681505879714,0.07156519738902897,0.01779280425298161,0.04207329643007951,0.0731720713470129,0.01760670704351666,0.041633246455533346,-0.7535140212264607,3.9252311467094376e-18,9.281696760330101e-18,0,-0.8077042213617363,0.004125935752174175,0.009756287737701475,0,0,-0.12712437363461013,0.04238187468570789,0.10021720868510439,-0.13059281129764275,0.04242846649951168,0.10032738081792338,0.16734756288838581,0.021722687859866946,0.0513659945105684,850,,"{'160': 0.1441949434504625, '187': 0.1319452512276707, '395': 0.14832503882542777, '491': 0.1333274809361812, '553': 0.12640953588121434, '605': 0.13364095692510178, '786': 0.1376044110105749, '90': 0.13246117406820496}","{'160': 0.1441949434504625, '187': 0.1319452512276707, '395': 0.14832503882542777, '491': 0.1333274809361812, '553': 0.12640953588121434, '605': 0.13364095692510178, '786': 0.1376044110105749, '90': 0.13246117406820496}",
16,0.2,Honest_EvenPaz,Hor,1.03772359251062,0.022498440121136096,0.047954289971989174,1.038411132198159,0.022232843891923072,0.0473881850099308,1.1233890402301807,0.020494116378441743,0.04368217504146953,1.1269905250154069,0.018341110129524375,0.03909315085062822,0.07738095238095238,1.9626155733547188e-18,4.183216071934565e-18,0,0.03678981237628135,0.001727846697050483,0.0036828180572244292,0,0,1.1396334607701235,0.07732991319029645,0.16482480832759924,1.1312208458763031,0.0767404382154965,0.16356837216044331,0.16768280982971193,0.028566587145477818,0.06088823918940949,1650,,"{'1008': 0.07993619592734987, '140': 0.06994218205426886, '172': 0.07244481052134022, '193': 0.0709211021720923, '225': 0.07022275860978838, '249': 0.07185052269500569, '28': 0.06994274362074228, '304': 0.07511958678368746, '420': 0.06681205627422604, '605': 0.06378479375428929, '607': 0.06922242913648194, '627': 0.07481578727835471, '715': 0.06507675876789301, '77': 0.06834861835516323, '941': 0.06407426485826738, '997': 0.0774550910234645}","{'1008': 0.07993619592734987, '140': 0.06994218205426886, '172': 0.07244481052134022, '193': 0.0709211021720923, '225': 0.07022275860978838, '249': 0.07185052269500569, '28': 0.06994274362074228, '304': 0.07511958678368746, '420': 0.06681205627422604, '605': 0.06378479375428929, '607': 0.06922242913648194, '627': 0.07481578727835471, '715': 0.06507675876789301, '77': 0.06834861835516323, '941': 0.06407426485826738, '997': 0.0774550910234645}",
16,0.2,Assessor_NoPattern,NoPattern,0.9682968653103499,0.002140174793434969,0.004561674590884483,0.9718697712534209,0.004128665790662057,0.008800042823272965,0.9998649928426012,0.017680704797591158,0.03768553020599422,1.1220218186721136,0.027007078708234135,0.05756422563955051,0.5264340298302252,4.919259418628164e-17,1.048515325232342e-16,0,0.2531174956833076,0.0,0.0,0,0,1.401550384082671,0.046982515532565,0.10014086138111951,1.3631609567575247,0.05443306841014831,0.11602133892621017,0.13421358585357665,0.013945836355475064,0.02972484656232201,1650,,"{'1008': 0.061252476775321626, '140': 0.06046660634713034, '172': 0.0610877135711429, '193': 0.06048771154582982, '225': 0.06135553381720547, '249': 0.0614113586239439, '28': 0.06199687959542042, '304': 0.060935697237500655, '420': 0.06121296681074866, '605': 0.07703889163438558, '607': 0.061094380718311234, '627': 0.06094479440987588, '715': 0.062005518324462834, '77': 0.06092320802106164, '941': 0.06175180211442691, '997': 0.06064154626146198}","{'1008': 0.07459424163565757, '140': 0.06211561508076353, '172': 0.06432517344529028, '193': 0.06048771154582982, '225': 0.07795245904379172, '249': 0.0614113586239439, '28': 0.062286202511901985, '304': 0.06093569723750071, '420': 0.08036832526846394, '605': 0.07703889163438558, '607': 0.061094380718311234, '627': 0.06982989757583392, '715': 0.062005518324462834, '77': 0.08028074791505273, '941': 0.07055962694087857, '997': 0.078370014119073}",
16,0.2,Integrated_Honest_EvenPaz,Hor,0.07169983678302849,0.022498440121136096,0.047954289971989174,0.0724098872976696,0.022232843891923072,0.0473881850099308,0.12354072626985617,0.020494116378441743,0.04368217504146953,0.12714269734695846,0.018341110129524375,0.03909315085062822,-0.8530092129380243,1.9626155733547188e-18,4.183216071934565e-18,0,-0.8546532223030858,0.001727846697050483,0.0036828180572244292,0,0,-0.186876566327635,0.07732991319029645,0.16482480832759924,-0.19287892984546637,0.0767404382154965,0.16356837216044331,0.2493728467448093,0.028566587145477818,0.06088823918940949,1650,,"{'1008': 0.07993619592734987, '140': 0.06994218205426886, '172': 0.07244481052134022, '193': 0.0709211021720923, '225': 0.07022275860978838, '249': 0.07185052269500569, '28': 0.06994274362074228, '304': 0.07511958678368746, '420': 0.06681205627422604, '605': 0.06378479375428929, '607': 0.06922242913648194, '627': 0.07481578727835471, '715': 0.06507675876789301, '77': 0.06834861835516323, '941': 0.06407426485826738, '997': 0.0774550910234645}","{'1008': 0.07993619592734987, '140': 0.06994218205426886, '172': 0.07244481052134022, '193': 0.0709211021720923, '225': 0.07022275860978838, '249': 0.07185052269500569, '28': 0.06994274362074228, '304': 0.07511958678368746, '420': 0.06681205627422604, '605': 0.06378479375428929, '607': 0.06922242913648194, '627': 0.07481578727835471, '715': 0.06507675876789301, '77': 0.06834861835516323, '941': 0.06407426485826738, '997': 0.0774550910234645}",
32,0.2,Honest_EvenPaz,Hor,1.0363108383439013,0.01705840000268851,0.03479083617949173,1.0382696355340826,0.017955172287037947,0.036619815311778034,1.1669330326241867,0.017233157912751262,0.03514725728692885,1.1695970736158563,0.017140595834719913,0.03495847568415752,0.03869047619047619,1.664626335954428e-18,3.39502779540464e-18,0,0.018172884533286988,0.0007213474799353792,0.0014711978848523687,0,0,1.2561929406083474,0.11018693065338146,0.22472772668472002,1.2522689382670487,0.11043600153276165,0.22523571009232168,0.3692230224609375,0.05595115259091477,0.11411312805054788,3250,,"{'0': 0.03500761384569402, '1020': 0.03630041259830955, '125': 0.035143726989972625, '226': 0.03875429456705539, '240': 0.04151379344122537, '302': 0.03668807292993793, '323': 0.03364466897780654, '366': 0.03836117476409766, '39': 0.04442639643629285, '429': 0.036456843086194374, '448': 0.03359148142026925, '450': 0.035366246740977436, '498': 0.03633450351524608, '533': 0.04019604358357055, '550': 0.0343354219447381, '568': 0.03625104388895037, '579': 0.03525690583062829, '588': 0.036317244022682695, '597': 0.03582035241672156, '606': 0.039892760266601136, '623': 0.03715870356713895, '643': 0.03469790311163345, '680': 0.04058665847962921, '701': 0.03591287484792247, '736': 0.03321733827080385, '753': 0.0336190786512222, '830': 0.03482499052858951, '905': 0.0356539125548298, '920': 0.04039524645440722, '947': 0.03673385514393641, '980': 0.03620074837962475, '990': 0.03643601375590927}","{'0': 0.03500761384569402, '1020': 0.03630041259830955, '125': 0.035143726989972625, '226': 0.03875429456705539, '240': 0.04151379344122537, '302': 0.03668807292993793, '323': 0.03364466897780654, '366': 0.03836117476409766, '39': 0.04442639643629285, '429': 0.036456843086194374, '448': 0.03359148142026925, '450': 0.035366246740977436, '498': 0.03633450351524608, '533': 0.04019604358357055, '550': 0.0343354219447381, '568': 0.03625104388895037, '579': 0.03525690583062829, '588': 0.036317244022682695, '597': 0.03582035241672156, '606': 0.039892760266601136, '623': 0.03715870356713895, '643': 0.03519410277622616, '680': 0.04058665847962921, '701': 0.03591287484792247, '736': 0.03321733827080385, '753': 0.0336190786512222, '830': 0.034905864719416944, '905': 0.0356539125548298, '920': 0.04039524645440722, '947': 0.03673385514393641, '980': 0.03620074837962475, '990': 0.03643601375590927}",
32,0.2,Assessor_NoPattern,NoPattern,0.9669851196129079,0.0017725323435813507,0.003615103548906702,0.9703055203554387,0.003337228553498562,0.006806322508558351,0.9995131443144329,0.015166214225259359,0.03093169784334494,1.2309829360188402,0.026213133530072957,0.05346203830676833,0.5131153036654346,3.364483840036661e-17,6.861910031938191e-17,0,0.16029637013379727,0.0,0.0,0,0,1.6971629507464483,0.04266745247122872,0.08702084303855061,1.6347501849919064,0.07237398475608318,0.1476077150793203,0.27393914699554445,0.024129927428729166,0.04921331145146263,3250,,"{'0': 0.030268274343689342, '1020': 0.030739390050932586, '125': 0.030760959698946773, '226': 0.030701345007129725, '240': 0.030874486555211526, '302': 0.030845575495535883, '323': 0.030786176520705012, '366': 0.03044323580707747, '39': 0.03026321616890884, '429': 0.0305116541559421, '448': 0.030384314760226808, '450': 0.03051876493135238, '498': 0.030406496485397637, '533': 0.03030887692617606, '550': 0.030445392752475597, '568': 0.03033187135458324, '579': 0.03052414797291925, '588': 0.030451571464565785, '597': 0.030464293839852576, '606': 0.0308993411407791, '623': 0.03024324840256098, '643': 0.030670198681138704, '680': 0.032123839751742184, '701': 0.03065979183324963, '736': 0.03093125110123109, '753': 0.03071317972619499, '830': 0.0307237252654849, '905': 0.030662189395236267, '920': 0.03060362395161764, '947': 0.03040135029269654, '980': 0.030351717126701348, '990': 0.030764238938013687}","{'0': 0.030268274343689356, '1020': 0.04478642200257892, '125': 0.030760959698946773, '226': 0.04109220224188505, '240': 0.03428314451836107, '302': 0.04248349995765578, '323': 0.030786176520705012, '366': 0.042090290401864044, '39': 0.03438367473018471, '429': 0.05204553703616895, '448': 0.044702822342140534, '450': 0.03051876493135238, '498': 0.05200408837608472, '533': 0.04730542196007723, '550': 0.030445392752475597, '568': 0.04680456201076055, '579': 0.044950088143231766, '588': 0.030451571464565785, '597': 0.04150697318359103, '606': 0.0420207055181806, '623': 0.045551637364206754, '643': 0.03370382005049911, '680': 0.048434801135526596, '701': 0.04368894417957808, '736': 0.03093125110123115, '753': 0.03071317972619499, '830': 0.03436121917904073, '905': 0.040795393953568945, '920': 0.04775963650668624, '947': 0.03838842675296134, '980': 0.030351717126701348, '990': 0.04910425749287838}",
32,0.2,Integrated_Honest_EvenPaz,Hor,0.07169264275622464,0.01705840000268851,0.03479083617949173,0.07371831735085072,0.017955172287037947,0.036619815311778034,0.16750143733686185,0.017233157912751262,0.03514725728692885,0.17016677596379595,0.017140595834719913,0.03495847568415752,-0.9245969162991415,1.664626335954428e-18,3.39502779540464e-18,0,-0.8866294694126989,0.0007213474799353792,0.0014711978848523687,0,0,-0.2598277377809555,0.11018693065338146,0.22472772668472002,-0.2621398329981961,0.11043600153276165,0.22523571009232168,0.3478286200071392,0.05595115259091477,0.11411312805054788,3250,,"{'0': 0.03500761384569402, '1020': 0.03630041259830955, '125': 0.035143726989972625, '226': 0.03875429456705539, '240': 0.04151379344122537, '302': 0.03668807292993793, '323': 0.03364466897780654, '366': 0.03836117476409766, '39': 0.04442639643629285, '429': 0.036456843086194374, '448': 0.03359148142026925, '450': 0.035366246740977436, '498': 0.03633450351524608, '533': 0.04019604358357055, '550': 0.0343354219447381, '568': 0.03625104388895037, '579': 0.03525690583062829, '588': 0.036317244022682695, '597': 0.03582035241672156, '606': 0.039892760266601136, '623': 0.03715870356713895, '643': 0.03469790311163345, '680': 0.04058665847962921, '701': 0.03591287484792247, '736': 0.03321733827080385, '753': 0.0336190786512222, '830': 0.03482499052858951, '905': 0.0356539125548298, '920': 0.04039524645440722, '947': 0.03673385514393641, '980': 0.03620074837962475, '990': 0.03643601375590927}","{'0': 0.03500761384569402, '1020': 0.03630041259830955, '125': 0.035143726989972625, '226': 0.03875429456705539, '240': 0.04151379344122537, '302': 0.03668807292993793, '323': 0.03364466897780654, '366': 0.03836117476409766, '39': 0.04442639643629285, '429': 0.036456843086194374, '448': 0.03359148142026925, '450': 0.035366246740977436, '498': 0.03633450351524608, '533': 0.04019604358357055, '550': 0.0343354219447381, '568': 0.03625104388895037, '579': 0.03525690583062829, '588': 0.036317244022682695, '597': 0.03582035241672156, '606': 0.039892760266601136, '623': 0.03715870356713895, '643': 0.03519410277622616, '680': 0.04058665847962921, '701': 0.03591287484792247, '736': 0.03321733827080385, '753': 0.0336190786512222, '830': 0.034905864719416944, '905': 0.0356539125548298, '920': 0.04039524645440722, '947': 0.03673385514393641, '980': 0.03620074837962475, '990': 0.03643601375590927}",
64,0.2,Honest_EvenPaz,Hor,1.03715008228504,0.02015429189909498,0.040275138592672434,1.0387536171757534,0.02013696968457446,0.040240522909122806,1.2002518839182956,0.014163822010075808,0.02830413974917984,1.2017940838923347,0.013482435230497393,0.026942496922920698,0.019345238095238096,8.32313167977214e-19,1.6632451470197181e-18,0,0.009046119791778898,0.00032369643934724896,0.0006468557179749122,0,0,1.3198144776836804,0.145934345818979,0.29162651968706943,1.3133196147025021,0.1461533134465446,0.2920640915745695,0.7617077350616455,0.048876053939691196,0.09767100010952956,6450,,"{'1002': 0.02096474197478017, '143': 0.018017056481522853, '147': 0.019828211938546732, '159': 0.017972018175308746, '16': 0.016681189897938715, '2': 0.015843216690350354, '211': 0.017238946042736694, '215': 0.017621760329611706, '224': 0.01774427773524835, '230': 0.016746504585295786, '233': 0.01730597769493384, '274': 0.020285527818330075, '283': 0.017286992440428486, '289': 0.0203416801829989, '297': 0.020377316644899196, '299': 0.01873351152552907, '300': 0.01850258856752349, '312': 0.01687030109298032, '333': 0.017035585411541685, '382': 0.01857848667461681, '391': 0.02072444345863537, '429': 0.019233044514261742, '43': 0.017950807102557222, '44': 0.020414973925545674, '452': 0.017926154922799233, '533': 0.021193203216490854, '546': 0.01811746570678038, '561': 0.0178999024425716, '573': 0.01998535616038672, '598': 0.01584285087183749, '609': 0.01822014195017724, '624': 0.01701362039729481, '632': 0.020737818382481843, '646': 0.01603308246363599, '655': 0.018633117286553494, '685': 0.018090074698856644, '693': 0.0165740421633382, '705': 0.017284214938544585, '710': 0.018901204702016335, '752': 0.02003830920534969, '775': 0.020269418853984665, '797': 0.018059070097616134, '798': 0.019407743278134257, '799': 0.01828920175448871, '802': 0.01886096296346455, '803': 0.018004674030330924, '808': 0.018385824571216416, '832': 0.020634633486051473, '847': 0.017621488635424027, '857': 0.017372333506858878, '868': 0.020535526150454737, '888': 0.01820760358636287, '91': 0.017902829134604798, '913': 0.018869476821507084, '917': 0.017279281542451654, '929': 0.015879664113363345, '94': 0.018543567182955356, '959': 0.016767177780277, '964': 0.017870113418565207, '971': 0.017595926135540143, '984': 0.01602180491983061, '988': 0.017627779150506184, '994': 0.017884884308673004, '996': 0.01738605818043406}","{'1002': 0.02096474197478017, '143': 0.018017056481522853, '147': 0.019828211938546732, '159': 0.017972018175308746, '16': 0.017162932740948177, '2': 0.017291240478763414, '211': 0.017238946042736694, '215': 0.017621760329611706, '224': 0.01774427773524835, '230': 0.01716425448721522, '233': 0.01730597769493384, '274': 0.020285527818330075, '283': 0.017286992440428486, '289': 0.0203416801829989, '297': 0.020377316644899196, '299': 0.01873351152552907, '300': 0.01850258856752349, '312': 0.01687030109298032, '333': 0.017035585411541685, '382': 0.01857848667461681, '391': 0.02072444345863537, '429': 0.019233044514261742, '43': 0.017950807102557222, '44': 0.020414973925545674, '452': 0.017926154922799233, '533': 0.021193203216490854, '546': 0.01811746570678038, '561': 0.0178999024425716, '573': 0.01998535616038672, '598': 0.01584285087183749, '609': 0.01822014195017724, '624': 0.020990413470859722, '632': 0.020737818382481843, '646': 0.01603308246363599, '655': 0.018633117286553494, '685': 0.018090074698856644, '693': 0.0165740421633382, '705': 0.01739116659371687, '710': 0.018901204702016335, '752': 0.02003830920534969, '775': 0.020269418853984665, '797': 0.018059070097616134, '798': 0.019407743278134257, '799': 0.01828920175448871, '802': 0.01886096296346455, '803': 0.018004674030330924, '808': 0.018385824571216416, '832': 0.020634633486051473, '847': 0.017621488635424027, '857': 0.017372333506858878, '868': 0.020535526150454737, '888': 0.01820760358636287, '91': 0.017902829134604798, '913': 0.018869476821507084, '917': 0.017279281542451654, '929': 0.015879664113363345, '94': 0.018543567182955356, '959': 0.016767177780277, '964': 0.017870113418565207, '971': 0.017595926135540143, '984': 0.01602180491983061, '988': 0.017627779150506184, '994': 0.017884884308673004, '996': 0.01738605818043406}",
