4,agents
Cut Pattern,pfAvg,pfAvg Improv(%),pfAvg stdev,pfMax,pfMax Improv(%),pfMax stdev
FOCSSFR,0.35841969046293476,0.2635257960520436,0.000589993668400623,0.35841969046293476,0.2635257960520436,0.000589993668400623
FOCSEV,0.35803346909726835,0.2632417954132668,0.0007508965564854255,0.35803346909726835,0.2632417954132668,0.0007508965564854255
FOCSLE,0.3583603754361851,0.2634821863594073,0.0006666663582806986,0.3583603754361851,0.2634821863594073,0.0006666663582806986
FOCSAFR,0.35841969046293476,0.2635257960520436,0.000589993668400623,0.35841969046293476,0.2635257960520436,0.000589993668400623
FOCSUV,0.3579385378765723,0.26317201367434107,0.0006608909807719296,0.3579385378765723,0.26317201367434107,0.0006608909807719296

8,agents
Cut Pattern,pfAvg,pfAvg Improv(%),pfAvg stdev,pfMax,pfMax Improv(%),pfMax stdev
FOCSSFR,0.4634874026312877,0.3159913790895967,0.0007170480647851532,0.4634874026312877,0.3159913790895967,0.0007170480647851532
FOCSEV,0.46273515484572025,0.31547851621815587,0.0006087520641803503,0.46273515484572025,0.31547851621815587,0.0006087520641803503
FOCSLE,0.4631397619919165,0.3157543567863758,0.0007303676554011044,0.4631397619919165,0.3157543567863758,0.0007303676554011044
FOCSAFR,0.4634843461489629,0.3159892916096953,0.0007237169217194915,0.4634843461489629,0.3159892916096953,0.0007237169217194915
FOCSUV,0.46256609338354643,0.31536326529720005,0.0005903719974632906,0.46256609338354643,0.31536326529720005,0.0005903719974632906

16,agents
Cut Pattern,pfAvg,pfAvg Improv(%),pfAvg stdev,pfMax,pfMax Improv(%),pfMax stdev
FOCSSFR,0.5232391802275923,0.3421518512320808,0.0006201014652236298,0.5232391802275923,0.3421518512320808,0.0006201014652236298
FOCSEV,0.5224093247217986,0.3416091568487336,0.0007072538301472042,0.5224093247217986,0.3416091568487336,0.0007072538301472042
FOCSLE,0.5231808370504454,0.3421136769102763,0.0006721624029743447,0.5231808370504454,0.3421136769102763,0.0006721624029743447
FOCSAFR,0.5232779349046478,0.3421771900563644,0.0005958623995644421,0.5232779349046478,0.3421771900563644,0.0005958623995644421
FOCSUV,0.522065003974185,0.3413840088631993,0.000637988108876691,0.522065003974185,0.3413840088631993,0.000637988108876691

32,agents
Cut Pattern,pfAvg,pfAvg Improv(%),pfAvg stdev,pfMax,pfMax Improv(%),pfMax stdev
FOCSSFR,0.5533515562196071,0.35389568291498863,0.0006056431417294321,0.5533515562196071,0.35389568291498863,0.0006056431417294321
FOCSEV,0.5525827553882879,0.35340399814941015,0.000637067735844298,0.5525827553882879,0.35340399814941015,0.000637067735844298
FOCSLE,0.553323961749359,0.35387803530145534,0.0005773164903861998,0.553323961749359,0.35387803530145534,0.0005773164903861998
FOCSAFR,0.553553865053043,0.3540250775302398,0.0005245912175277483,0.553553865053043,0.3540250775302398,0.0005245912175277483
FOCSUV,0.5518670112698646,0.35294624482641185,0.0006100576201143728,0.5518670112698646,0.35294624482641185,0.0006100576201143728

64,agents
Cut Pattern,pfAvg,pfAvg Improv(%),pfAvg stdev,pfMax,pfMax Improv(%),pfMax stdev
FOCSSFR,0.5653689357085196,0.35746385441088185,0.0005692748539837615,0.5653689357085196,0.35746385441088185,0.0005692748539837615
FOCSEV,0.5643627670049931,0.35682768962347533,0.000516978602030714,0.5643627670049931,0.35682768962347533,0.000516978602030714
FOCSLE,0.5651673821018747,0.35733642614765543,0.0006392994090891192,0.5651673821018747,0.35733642614765543,0.0006392994090891192
FOCSAFR,0.5654257750617608,0.35749981222228805,0.0005667027993663831,0.5654257750617608,0.35749981222228805,0.0005667027993663831
FOCSUV,0.5636019393388513,0.3563466387792824,0.0005579955895436805,0.5636019393388513,0.3563466387792824,0.0005579955895436805

128,agents
Cut Pattern,pfAvg,pfAvg Improv(%),pfAvg stdev,pfMax,pfMax Improv(%),pfMax stdev
FOCSSFR,0.5653163225071144,0.3553547956332329,0.0004983299573450603,0.5653163225071144,0.3553547956332329,0.0004983299573450603
FOCSEV,0.5640107608549423,0.3545341302446216,0.0005298290833174481,0.5640107608549423,0.3545341302446216,0.0005298290833174481
FOCSLE,0.56504758839384,0.35518588405875595,0.0005427266378937242,0.56504758839384,0.35518588405875595,0.0005427266378937242
FOCSAFR,0.5653037227734831,0.35534687593771896,0.0005386749068552069,0.5653037227734831,0.35534687593771896,0.0005386749068552069
FOCSUV,0.5633676894351691,0.3541298988273308,0.0004658327779504116,0.5633676894351691,0.3541298988273308,0.0004658327779504116

