tlvRealEstate02_2020-05-30T21-49-36_NoiseProportion_0.2_50_exp.json
FOCS,egalitarianGain_Avg
,4,8,16,32,64,128
NoPatternEV,1.029628176836578,1.05081180925707,1.0916475429166428,1.126947648489024,1.1874239378111882,1.200399137854559
NoPatternUV,1.0294896994606058,1.0446204338117029,1.0752167773833585,1.086402387191096,1.1110434818793067,1.0774498983487042
NoPatternLE,1.0199982753966113,1.0350963727532065,1.056428991164077,1.0660180841756286,1.072160649894895,1.0757660892878957
NoPatternAFR,1.018043521241755,1.029326480927027,1.0436359862707998,1.0607835062692426,1.071405974463706,1.0759787476129938
NoPatternSFR,1.0167602712372412,1.0308567485099764,1.0434223053749243,1.059300233270461,1.0810201203906744,1.0649905312700139
""
""
FOCS,ttc_egalitarianGain_Avg
,4,8,16,32,64,128
NoPatternEV,1.0296321153089112,1.051287112916846,1.092214283713697,1.1275325152261106,1.1899102506503882,1.2015495762319142
NoPatternUV,1.029493637932939,1.0451783538358699,1.0766322702267566,1.087204183096119,1.1119677575594678,1.0774498983487042
NoPatternLE,1.020045543341436,1.0354439986219486,1.0567066108572898,1.0676760436569903,1.0740711504592189,1.076991523557001
NoPatternAFR,1.0182802815699366,1.0297932832229255,1.0447535820612797,1.0634791935062626,1.075668876638573,1.077665624039381
NoPatternSFR,1.0169571679168414,1.0310450190480376,1.0469979125814972,1.064182774937545,1.0835376881704137,1.0653412190190943
""
""
FOCS,ttc_utilitarianGain_Avg
,4,8,16,32,64,128
NoPatternEV,1.0477994413034923,1.0988347785582446,1.1925816172799197,1.3129794603635223,1.4721284916344617,1.6173469802099865
NoPatternUV,1.0481385352366288,1.1033642072217895,1.2010660520065228,1.3423261127232338,1.5181710132817066,1.671314542901735
NoPatternLE,1.0385277994596827,1.0812922758245924,1.1524926834820068,1.2401812341540515,1.3594484280633754,1.497456510609717
NoPatternAFR,1.0366671128243732,1.0796676497824556,1.1639219254771505,1.2898622224187057,1.4490727952273215,1.6120057122059295
NoPatternSFR,1.035843820341066,1.0836175649794164,1.1659300740326413,1.2930861888380274,1.4526377526670387,1.6165223539101352
""
""
FOCS,utilitarianGain_Avg
,4,8,16,32,64,128
NoPatternEV,1.0475956351723057,1.098078425441452,1.191513166689833,1.3099255779249397,1.4652963320485055,1.6059184290706423
NoPatternUV,1.0479347291054422,1.1030145719782383,1.1997729004387045,1.3405002279002547,1.515056185203721,1.6692038689201931
NoPatternLE,1.038514104176124,1.0810136994235104,1.151965679704774,1.2387892012041928,1.3565564778434667,1.4918532755619316
NoPatternAFR,1.0363717915258313,1.0774644397361242,1.1582591876771269,1.281204755798008,1.4296114751461193,1.59049506748726
NoPatternSFR,1.0352033671405094,1.081423906128234,1.161178962694311,1.2814547320480367,1.4372104573050954,1.601759565426409
""
""
FOCS,averageFaceRatio_Avg
,4,8,16,32,64,128
NoPatternEV,0.4967111957259078,0.4350375382134563,0.40755557290155003,0.39303090882339636,0.4174160393554398,0.46444236170277736
NoPatternUV,0.5013746859453745,0.46558074734171534,0.4228502975505372,0.425383674017844,0.45367505934540053,0.5010696782959587
NoPatternLE,0.4254188616268775,0.35475186074667386,0.29813549306477144,0.23791968378717795,0.22415113785053298,0.23189236415957304
NoPatternAFR,0.7917099509446482,0.6657186858502421,0.6245644939088031,0.6310696828072156,0.6676493263665187,0.6959792727482154
NoPatternSFR,0.7464277583985041,0.6287229194793723,0.582380316566543,0.5883372129963383,0.5758726843899534,0.5985694672856623
""
""
FOCS,smallestFaceRatio_Avg
,4,8,16,32,64,128
NoPatternEV,0.24738759130043345,0.11381356644711699,0.10247216810790247,0.06728504812673693,0.05488901533882343,0.03939919938248864
NoPatternUV,0.2658325403505638,0.14579258114510135,0.10779176619165316,0.0848113057497782,0.07805206590532517,0.05544297062643312
NoPatternLE,0.2645851932511093,0.12621234619352292,0.06704495532704721,0.03635461036732288,0.020680904102600966,0.014669485022483494
NoPatternAFR,0.5417839185518714,0.18203840998952683,0.2019851798735014,0.18269078618640242,0.10404005726908033,0.08128874256281526
