tlvRealEstate02_2020-05-30T21-49-36_NoiseProportion_0.2_50_exp.json
Assessor,egalitarianGain_Avg
,4,8,16,32,64,128
NoPatternEV,0.9719431178872092,0.9710611021128397,0.9682968653103499,0.9669851196129079,0.9659285770126411,0.9651124501231769
NoPatternUV,0.9719431178872092,0.9710611021128397,0.9682968653103499,0.9669851196129079,0.9659285770126411,0.9651124501231769
NoPatternLE,0.9719431178872092,0.9710611021128397,0.9682968653103499,0.9669851196129079,0.9659285770126411,0.9651124501231769
NoPatternAFR,0.9719431178872092,0.9710611021128397,0.9682968653103499,0.9669851196129079,0.9659285770126411,0.9651124501231769
NoPatternSFR,0.9719431178872092,0.9710611021128397,0.9682968653103499,0.9669851196129079,0.9659285770126411,0.9651124501231769
""
""
Assessor,ttc_egalitarianGain_Avg
,4,8,16,32,64,128
NoPatternEV,0.9788555959622341,0.9767192124706496,0.9718697712534209,0.9703055203554387,0.9700499473933056,0.9685187039944972
NoPatternUV,0.9788555959622341,0.9767192124706496,0.9718697712534209,0.9703055203554387,0.9700499473933056,0.9685187039944972
NoPatternLE,0.9788555959622341,0.9767192124706496,0.9718697712534209,0.9703055203554387,0.9700499473933056,0.9685187039944972
NoPatternAFR,0.9788555959622341,0.9767192124706496,0.9718697712534209,0.9703055203554387,0.9700499473933056,0.9685187039944972
NoPatternSFR,0.9788555959622341,0.9767192124706496,0.9718697712534209,0.9703055203554387,0.9700499473933056,0.9685187039944972
""
""
Assessor,ttc_utilitarianGain_Avg
,4,8,16,32,64,128
NoPatternEV,1.0291286491625582,1.0658765005577293,1.1220218186721136,1.2309829360188402,1.3612407092709475,1.543556441861235
NoPatternUV,1.0291286491625582,1.0658765005577293,1.1220218186721136,1.2309829360188402,1.3612407092709475,1.543556441861235
NoPatternLE,1.0291286491625582,1.0658765005577293,1.1220218186721136,1.2309829360188402,1.3612407092709475,1.543556441861235
NoPatternAFR,1.0291286491625582,1.0658765005577293,1.1220218186721136,1.2309829360188402,1.3612407092709475,1.543556441861235
NoPatternSFR,1.0291286491625582,1.0658765005577293,1.1220218186721136,1.2309829360188402,1.3612407092709475,1.543556441861235
""
""
Assessor,utilitarianGain_Avg
,4,8,16,32,64,128
NoPatternEV,0.9964993808942387,1.0016557682630198,0.9998649928426012,0.9995131443144329,1.00109976901298,0.9986255416182752
NoPatternUV,0.9964993808942387,1.0016557682630198,0.9998649928426012,0.9995131443144329,1.00109976901298,0.9986255416182752
NoPatternLE,0.9964993808942387,1.0016557682630198,0.9998649928426012,0.9995131443144329,1.00109976901298,0.9986255416182752
NoPatternAFR,0.9964993808942387,1.0016557682630198,0.9998649928426012,0.9995131443144329,1.00109976901298,0.9986255416182752
NoPatternSFR,0.9964993808942387,1.0016557682630198,0.9998649928426012,0.9995131443144329,1.00109976901298,0.9986255416182752
""
""
Assessor,averageFaceRatio_Avg
,4,8,16,32,64,128
NoPatternEV,0.7935668796805543,0.6278730560333143,0.5264340298302252,0.5131153036654346,0.4508211729718222,0.5445622104557837
NoPatternUV,0.7935668796805543,0.6278730560333143,0.5264340298302252,0.5131153036654346,0.4508211729718222,0.5445622104557837
NoPatternLE,0.7935668796805543,0.6278730560333143,0.5264340298302252,0.5131153036654346,0.4508211729718222,0.5445622104557837
NoPatternAFR,0.7935668796805543,0.6278730560333143,0.5264340298302252,0.5131153036654346,0.4508211729718222,0.5445622104557837
NoPatternSFR,0.7935668796805543,0.6278730560333143,0.5264340298302252,0.5131153036654346,0.4508211729718222,0.5445622104557837
""
""
Assessor,smallestFaceRatio_Avg
,4,8,16,32,64,128
NoPatternEV,0.5409283615117215,0.42145462906394826,0.2531174956833076,0.16029637013379727,0.08259123790515482,0.06767094397851932
NoPatternUV,0.5409283615117215,0.42145462906394826,0.2531174956833076,0.16029637013379727,0.08259123790515482,0.06767094397851932
NoPatternLE,0.5409283615117215,0.42145462906394826,0.2531174956833076,0.16029637013379727,0.08259123790515482,0.06767094397851932
NoPatternAFR,0.5409283615117215,0.42145462906394826,0.2531174956833076,0.16029637013379727,0.08259123790515482,0.06767094397851932
NoPatternSFR,0.5409283615117215,0.42145462906394826,0.2531174956833076,0.16029637013379727,0.08259123790515482,0.06767094397851932
""
""
Assessor,largestEnvy_Avg
,4,8,16,32,64,128
NoPatternEV,1.1082614361930752,1.2151086535981455,1.401550384082671,1.6971629507464483,1.8898074610713762,1.9276046211628752
NoPatternUV,1.1082614361930752,1.2151086535981455,1.401550384082671,1.6971629507464483,1.8898074610713762,1.9276046211628752
NoPatternLE,1.1082614361930752,1.2151086535981455,1.401550384082671,1.6971629507464483,1.8898074610713762,1.9276046211628752
NoPatternAFR,1.1082614361930752,1.2151086535981455,1.401550384082671,1.6971629507464483,1.8898074610713762,1.9276046211628752
NoPatternSFR,1.1082614361930752,1.2151086535981455,1.401550384082671,1.6971629507464483,1.8898074610713762,1.9276046211628752
""
""
Assessor,ttc_largestEnvy_Avg
,4,8,16,32,64,128
NoPatternEV,1.086162725345709,1.1849668026204732,1.3631609567575247,1.6347501849919064,1.852140012752373,1.920260856467118
NoPatternUV,1.086162725345709,1.1849668026204732,1.3631609567575247,1.6347501849919064,1.852140012752373,1.920260856467118
NoPatternLE,1.086162725345709,1.1849668026204732,1.3631609567575247,1.6347501849919064,1.852140012752373,1.920260856467118
NoPatternAFR,1.086162725345709,1.1849668026204732,1.3631609567575247,1.6347501849919064,1.852140012752373,1.920260856467118
NoPatternSFR,1.086162725345709,1.1849668026204732,1.3631609567575247,1.6347501849919064,1.852140012752373,1.920260856467118
""
""
