
NumberOfAgents,NoiseProportion,Algorithm,Method,egalitarianGain_Avg,egalitarianGain_StDev,egalitarianGain_interval,ttc_egalitarianGain_Avg,ttc_egalitarianGain_StDev,ttc_egalitarianGain_interval,utilitarianGain_Avg,utilitarianGain_StDev,utilitarianGain_interval,ttc_utilitarianGain_Avg,ttc_utilitarianGain_StDev,ttc_utilitarianGain_interval,averageFaceRatio_Avg,averageFaceRatio_StDev,averageFaceRatio_interval,largestFaceRatio,smallestFaceRatio_Avg,smallestFaceRatio_StDev,smallestFaceRatio_interval,averageInheritanceGain,largestInheritanceGain,largestEnvy_Avg,largestEnvy_StDev,largestEnvy_interval,ttc_largestEnvy_Avg,ttc_largestEnvy_StDev,ttc_largestEnvy_interval,experimentDurationSec_Avg,experimentDurationSec_StDev,experimentDurationSec_interval,experiment,dishonestAgent,relativeValues,ttc_relativeValues,comment
4,0.6,Honest_LastDiminisher,Hor,1.0000000000000002,8.452707207162529e-16,2.690028682108405e-15,1.0000000000000002,8.452707207162529e-16,2.690028682108405e-15,1.0015774617763262,0.00048285680842252075,0.0015366658659456023,1.0015774617763262,0.00048285680842252075,0.0015366658659456023,0.2875,2.3228749901154105e-17,7.392424929930007e-17,0,0.08792879899394548,0.00010942626253368184,0.00034824320490138154,0,0,1.0033011047702691,0.0015200581107424102,0.00483750331834956,1.0033011047702691,0.0015200581107424102,0.00483750331834956,0.13283029556274414,0.0214882071388443,0.06838506541619796,450,,"{'1000': 0.25044677871242915, '217': 0.2510653466150592, '334': 0.250498270029427, '600': 0.24999999999999958}","{'1000': 0.25044677871242915, '217': 0.2510653466150592, '334': 0.250498270029427, '600': 0.24999999999999958}",
4,0.6,Assessor,Assessor,0.9980282122138688,0.001371263810430995,0.00436397344707614,0.9995701438598332,0.0014445080622921668,0.004597069345795036,1.0000326652275422,0.0008943474410011132,0.002846212709254428,1.001445790765127,0.0006720866610524052,0.0021388797112970636,0.7103691780685395,0.0,0.0,0,0.5359988512408619,0.0,0.0,0,0,1.0047005524000536,0.0019707823877336368,0.00627190912836221,1.002670951059144,0.002070477860304731,0.006589184616699657,0.058648114204406736,0.05635735318143476,0.17935425040785735,450,,"{'1000': 0.24978667737398955, '217': 0.25005807970822835, '334': 0.2502775141603809, '600': 0.24953899077672986}","{'1000': 0.2500034554434473, '217': 0.25005807970822835, '334': 0.2502775141603809, '600': 0.2503167390286757}",
4,0.6,Honest_HighestBidder,HighestBidder,1.3524664416417986,0.0033312360206640764,0.01060147976599224,1.3524664416417986,0.0033312360206640764,0.01060147976599224,1.3600930792628263,0.00048309072275803955,0.001537410285758427,1.3600930792628263,0.00048309072275803955,0.001537410285758427,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,13.57976556777954,1.3547098181168509,4.311291255398288,450,,"{'334': 0.33991013228085776, '1000': 0.33604376216530524, '600': 0.34170576971278915, '217': 0.3424313152293276}","{'334': 0.33991013228085776, '1000': 0.33604376216530524, '600': 0.34170576971278915, '217': 0.3424313152293276}",
4,0.6,Integrated_Honest_LastDiminisher,Hor,0.001975683414557471,8.452707207162529e-16,2.690028682108405e-15,0.001975683414557471,8.452707207162529e-16,2.690028682108405e-15,0.0015447460893015313,0.00048285680842252075,0.0015366658659456023,0.0015447460893015313,0.00048285680842252075,0.0015366658659456023,-0.5952808639844158,2.3228749901154105e-17,7.392424929930007e-17,0,-0.8359533816343332,0.00010942626253368184,0.00034824320490138154,0,0,-0.001392900229268776,0.0015200581107424102,0.00483750331834956,-0.001392900229268776,0.0015200581107424102,0.00483750331834956,1.264868996465763,0.0214882071388443,0.06838506541619796,450,,"{'1000': 0.25044677871242915, '217': 0.2510653466150592, '334': 0.250498270029427, '600': 0.24999999999999958}","{'1000': 0.25044677871242915, '217': 0.2510653466150592, '334': 0.250498270029427, '600': 0.24999999999999958}",
8,0.6,Honest_LastDiminisher,Hor,1.0,7.921785781655476e-16,1.873204677061112e-15,1.0,7.921785781655476e-16,1.873204677061112e-15,1.0034979408241087,0.0005201339273805105,0.0012299212984571849,1.0034979408241087,0.0005201339273805105,0.0012299212984571849,0.14375,1.1974285745922076e-17,2.831468646333429e-17,0,0.03865953132807777,7.654052624258881e-05,0.00018098958453831573,0,0,1.008844122604384,0.0017477310780258603,0.004132727291344323,1.008844122604384,0.0017477310780258603,0.004132727291344323,0.29845624446868896,0.054494628798649435,0.1288593208070907,850,,"{'117': 0.12530055440617893, '138': 0.12505483864335815, '263': 0.12584601913737756, '5': 0.12513874855468937, '632': 0.12622773619981548, '707': 0.12580485472651318, '759': 0.12499999999999996, '840': 0.12553714602562968}","{'117': 0.12530055440617893, '138': 0.12505483864335815, '263': 0.12584601913737756, '5': 0.12513874855468937, '632': 0.12622773619981548, '707': 0.12580485472651318, '759': 0.12499999999999996, '840': 0.12553714602562968}",
8,0.6,Assessor,Assessor,0.9954809098400041,0.0016052444425336625,0.003795799937614607,0.9989472803515672,0.001960038129159584,0.004634753693115609,1.000144027906283,0.0008765959190046512,0.0020728199684150583,1.0030201127379488,0.0007087355506863893,0.0016758932707061753,0.43098982118981677,2.5696669785706156e-17,6.07629685454844e-17,0,0.14936138807621016,0.0,0.0,0,0,1.0100569796322332,0.002459907540322919,0.0058167570250906705,1.0064252737615598,0.002636421993191642,0.006234147380997867,0.34251309871673585,0.03762929801608532,0.08897915063732909,850,,"{'117': 0.12494127541401454, '138': 0.12472215139017302, '263': 0.12456084563441777, '5': 0.12468507426894541, '632': 0.12496459214609794, '707': 0.12514631361479614, '759': 0.12500486100523486, '840': 0.1249603429896136}","{'117': 0.1260355716920327, '138': 0.1255866318635845, '263': 0.12517669656055472, '5': 0.12468507426894541, '632': 0.12542459211894455, '707': 0.12526838848214586, '759': 0.1258160822872102, '840': 0.12584961257303803}",
8,0.6,Honest_HighestBidder,HighestBidder,1.4436304061591863,0.009308348736948678,0.022010747160249935,1.4436304061591863,0.009308348736948678,0.022010747160249935,1.4667720228897152,0.0004916164435514914,0.0011624881646172924,1.4667720228897152,0.0004916164435514914,0.0011624881646172924,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,25.770214323997497,2.5237717268646973,5.967771829358404,850,,"{'138': 0.18460530193894734, '632': 0.18270659255349686, '759': 0.1847431189583394, '117': 0.17958084511492756, '263': 0.18733023896551232, '707': 0.18136499679862045, '840': 0.1822001813367417, '5': 0.18356903218323933}","{'138': 0.18460530193894734, '632': 0.18270659255349686, '759': 0.1847431189583394, '117': 0.17958084511492756, '263': 0.18733023896551232, '707': 0.18136499679862045, '840': 0.1822001813367417, '5': 0.18356903218323933}",
8,0.6,Integrated_Honest_LastDiminisher,Hor,0.004539605044482642,7.921785781655476e-16,1.873204677061112e-15,0.004539605044482642,7.921785781655476e-16,1.873204677061112e-15,0.0033534299303339863,0.0005201339273805105,0.0012299212984571849,0.0033534299303339863,0.0005201339273805105,0.0012299212984571849,-0.6664654408701464,1.1974285745922076e-17,2.831468646333429e-17,0,-0.7411678357705666,7.654052624258881e-05,0.00018098958453831573,0,0,-0.0012007807998027308,0.0017477310780258603,0.004132727291344323,-0.0012007807998027308,0.0017477310780258603,0.004132727291344323,-0.12862823177598431,0.054494628798649435,0.1288593208070907,850,,"{'117': 0.12530055440617893, '138': 0.12505483864335815, '263': 0.12584601913737756, '5': 0.12513874855468937, '632': 0.12622773619981548, '707': 0.12580485472651318, '759': 0.12499999999999996, '840': 0.12553714602562968}","{'117': 0.12530055440617893, '138': 0.12505483864335815, '263': 0.12584601913737756, '5': 0.12513874855468937, '632': 0.12622773619981548, '707': 0.12580485472651318, '759': 0.12499999999999996, '840': 0.12553714602562968}",
16,0.6,Honest_LastDiminisher,Hor,0.9999999999999999,6.10571166797926e-16,1.301401636003065e-15,0.9999999999999999,6.10571166797926e-16,1.301401636003065e-15,1.0063552944130958,0.0005023553313333371,0.0010707450426797444,1.0063552944130958,0.0005023553313333371,0.0010707450426797444,0.071875,3.8031732710035135e-18,8.106271940163803e-18,0,0.015975977926057063,4.965102272190441e-05,0.00010582864981715877,0,0,1.0181645560546897,0.002738618470502022,0.005837227094411902,1.0181645560546897,0.002738618470502022,0.005837227094411902,0.7853661108016968,0.08168826668124701,0.17411441889527274,1650,,"{'116': 0.06274773219285623, '144': 0.06262966913431806, '288': 0.062548539951257, '419': 0.06258218449116493, '437': 0.06311369870459477, '543': 0.06270883555153961, '550': 0.06294447455213044, '787': 0.06278545780854564, '847': 0.06299914912442377, '854': 0.06332011030930959, '878': 0.06341314672755724, '936': 0.0625, '94': 0.06319925931504415, '945': 0.0626376663823974, '993': 0.0625745971741279, '996': 0.06278729590713626}","{'116': 0.06274773219285623, '144': 0.06262966913431806, '288': 0.062548539951257, '419': 0.06258218449116493, '437': 0.06311369870459477, '543': 0.06270883555153961, '550': 0.06294447455213044, '787': 0.06278545780854564, '847': 0.06299914912442377, '854': 0.06332011030930959, '878': 0.06341314672755724, '936': 0.0625, '94': 0.06319925931504415, '945': 0.0626376663823974, '993': 0.0625745971741279, '996': 0.06278729590713626}",
16,0.6,Assessor,Assessor,0.9918959462375044,0.002697018429260233,0.005748558705411843,0.9984982194041513,0.002476760391601198,0.005279089811137704,0.9998434535089225,0.0010010497576896592,0.0021336870511098945,1.0056706805031468,0.0006845574686213634,0.0014590997054022455,0.45242230928730875,1.570092458683775e-17,3.346572857547652e-17,0,0.16897498511982706,0.0,0.0,0,0,1.0188676326667343,0.004020529089986357,0.008569554901759459,1.0117198484704015,0.0038178623850472597,0.008137581045617015,0.6174550437927246,0.055211543913872285,0.11768062018485169,1650,,"{'116': 0.06235179427876767, '144': 0.06239449499345792, '288': 0.06270765636821304, '419': 0.06273956079085932, '437': 0.062880997228795, '543': 0.06254723873493219, '550': 0.0629990645261371, '787': 0.06252412767696727, '847': 0.06216056226127319, '854': 0.06282366990038232, '878': 0.06212626898697681, '936': 0.06232896947537269, '94': 0.06266061544330587, '945': 0.06207954085464438, '993': 0.06271120900849457, '996': 0.062264407374242575}","{'116': 0.06299937902329991, '144': 0.06263605626737363, '288': 0.06306339571103187, '419': 0.06273956079085932, '437': 0.062880997228795, '543': 0.06254723873493219, '550': 0.06302289171796967, '787': 0.06272548553309881, '847': 0.06284075908105756, '854': 0.06282366990038232, '878': 0.06317413828834903, '936': 0.06303555565777397, '94': 0.06279071777211284, '945': 0.06283196643805558, '993': 0.0627581996936424, '996': 0.062264407374242575}",
