newZealandLowRes06HS_2020-09-20T14-06-28_NoiseProportion_0.6_50_exp.json
EvenPaz,egalitarianGain_Avg
,4,8,16,32,64,128
BruteForce,1.0401892579976493,1.0424693331939672,,,,
""
""
EvenPaz,ttc_egalitarianGain_Avg
,4,8,16,32,64,128
BruteForce,1.040381551724334,1.0439278798326665,,,,
""
""
EvenPaz,ttc_utilitarianGain_Avg
,4,8,16,32,64,128
BruteForce,1.0896816860496967,1.1295936443706152,,,,
""
""
EvenPaz,utilitarianGain_Avg
,4,8,16,32,64,128
BruteForce,1.089116223219722,1.1272969672879782,,,,
""
""
EvenPaz,averageFaceRatio_Avg
,4,8,16,32,64,128
BruteForce,0.40520752618825207,0.28211234617549746,,,,
""
""
EvenPaz,smallestFaceRatio_Avg
,4,8,16,32,64,128
BruteForce,0.10592618258748299,0.04698957899349905,,,,
""
""
EvenPaz,largestEnvy_Avg
,4,8,16,32,64,128
BruteForce,1.040694528285382,1.0961855494805088,,,,
""
""
EvenPaz,ttc_largestEnvy_Avg
,4,8,16,32,64,128
BruteForce,1.039945438201805,1.094352746154756,,,,
""
""
EvenPaz,experimentDurationSec_Avg
,4,8,16,32,64,128
BruteForce,0.0533014976978302,0.012789794132113457,,,,
""
""
