newZealandLowRes06HS_2020-09-20T14-06-28_NoiseProportion_0.6_50_exp.json
Assessor,egalitarianGain_Avg
,4,8,16,32,64,128
BruteForce,0.8596855954419554,0.7889917851100408,,,,
""
""
Assessor,ttc_egalitarianGain_Avg
,4,8,16,32,64,128
BruteForce,0.9460258460385258,0.905942160602603,,,,
""
""
Assessor,ttc_utilitarianGain_Avg
,4,8,16,32,64,128
BruteForce,1.0707692595341356,1.1196601915925997,,,,
""
""
Assessor,utilitarianGain_Avg
,4,8,16,32,64,128
BruteForce,0.9853465605898505,1.0057453093221198,,,,
""
""
Assessor,averageFaceRatio_Avg
,4,8,16,32,64,128
BruteForce,0.5583319369566176,0.4311978685825967,,,,
""
""
Assessor,smallestFaceRatio_Avg
,4,8,16,32,64,128
BruteForce,0.24630122712575944,0.09338134993119222,,,,
""
""
Assessor,largestEnvy_Avg
,4,8,16,32,64,128
BruteForce,1.3825742771205174,1.5730566234403451,,,,
""
""
Assessor,ttc_largestEnvy_Avg
,4,8,16,32,64,128
BruteForce,1.230986031089262,1.3472000612650814,,,,
""
""
Assessor,experimentDurationSec_Avg
,4,8,16,32,64,128
BruteForce,0.04107990741729736,0.11909417629241943,,,,
""
""
