Israel06_2020-06-30T17-18-41_NoiseProportion_0.6_50_exp.json
Hor
NumberOfAgents,LastDiminisher,Assessor,LastDiminisherTTC,Selling,LastDiminisher_Conf,As_Conf,LastDiminisherTTC_Conf
4,1.0000000000000002,0.9980282122138688,1.0000000000000002,1.0,2.690028682108405e-15,0.00436397344707614,2.690028682108405e-15
8,1.0,0.9954809098400041,1.0,1.0,1.873204677061112e-15,0.003795799937614607,1.873204677061112e-15
16,0.9999999999999999,0.9918959462375044,0.9999999999999999,1.0,1.301401636003065e-15,0.005748558705411843,1.301401636003065e-15
32,1.0,0.986802104484479,1.0,1.0,2.4912125283161224e-15,0.006108623053477954,2.4912125283161224e-15
64,0.9999999999999999,0.978928777532076,0.9999999999999999,1.0,6.408372617594117e-16,0.008812982513851708,6.408372617594117e-16
128,1.0,0.965543573236401,1.0,1.0,1.1939734211040125e-15,0.012663464117836901,1.1939734211040125e-15
""
""
""
Ver
NumberOfAgents,LastDiminisher,Assessor,LastDiminisherTTC,Selling,LastDiminisher_Conf,As_Conf,LastDiminisherTTC_Conf
4,1.0,0.9980282122138688,1.0,1.0,2.016763700071423e-15,0.00436397344707614,2.016763700071423e-15
8,1.0,0.9954809098400041,1.0,1.0,1.3782297599448211e-15,0.003795799937614607,1.3782297599448211e-15
16,0.9999999999999999,0.9918959462375044,0.9999999999999999,1.0,8.661597458569636e-16,0.005748558705411843,8.661597458569636e-16
32,1.0,0.986802104484479,1.0,1.0,8.120281234335061e-16,0.006108623053477954,8.120281234335061e-16
64,0.9999999999999999,0.978928777532076,0.9999999999999999,1.0,9.04261189584067e-16,0.008812982513851708,9.04261189584067e-16
128,1.0,0.965543573236401,1.0,1.0,8.418598815870271e-16,0.012663464117836901,8.418598815870271e-16
""
""
""
HighestScatter
NumberOfAgents,LastDiminisher,Assessor,LastDiminisherTTC,Selling,LastDiminisher_Conf,As_Conf,LastDiminisherTTC_Conf
4,1.0,0.9980282122138688,1.0,1.0,2.4530885272299627e-15,0.00436397344707614,2.4530885272299627e-15
8,1.0,0.9954809098400041,1.0,1.0,1.3695893776854093e-15,0.003795799937614607,1.3695893776854093e-15
16,0.9999999999999999,0.9918959462375044,0.9999999999999999,1.0,1.2102554589557814e-15,0.005748558705411843,1.2102554589557814e-15
32,1.0,0.986802104484479,1.0,1.0,2.1186899612665053e-15,0.006108623053477954,2.1186899612665053e-15
64,0.9999999999999999,0.978928777532076,0.9999999999999999,1.0,6.408372617594117e-16,0.008812982513851708,6.408372617594117e-16
128,1.0,0.965543573236401,1.0,1.0,1.1939734211040125e-15,0.012663464117836901,1.1939734211040125e-15
""
""
""
MostValuableMargin
NumberOfAgents,LastDiminisher,Assessor,LastDiminisherTTC,Selling,LastDiminisher_Conf,As_Conf,LastDiminisherTTC_Conf
4,1.0,0.9980282122138688,1.0,1.0,2.577628987962971e-15,0.00436397344707614,2.577628987962971e-15
8,1.0,0.9954809098400041,1.0,1.0,1.41089766210867e-15,0.003795799937614607,1.41089766210867e-15
16,1.0,0.9918959462375044,1.0,1.0,1.1284048022298472e-15,0.005748558705411843,1.1284048022298472e-15
32,1.0,0.986802104484479,1.0,1.0,1.6312562528613416e-15,0.006108623053477954,1.6312562528613416e-15
64,0.9999999999999999,0.978928777532076,0.9999999999999999,1.0,7.869519748498132e-16,0.008812982513851708,7.869519748498132e-16
128,1.0000000000000002,0.965543573236401,1.0000000000000002,1.0,8.614407702838398e-16,0.012663464117836901,8.614407702838398e-16
""
""
""
LargestMargin
NumberOfAgents,LastDiminisher,Assessor,LastDiminisherTTC,Selling,LastDiminisher_Conf,As_Conf,LastDiminisherTTC_Conf
4,1.0,0.9980282122138688,1.0,1.0,2.441053201818046e-15,0.00436397344707614,2.441053201818046e-15
8,1.0,0.9954809098400041,1.0,1.0,1.404823412957663e-15,0.003795799937614607,1.404823412957663e-15
16,0.9999999999999999,0.9918959462375044,0.9999999999999999,1.0,1.1842638123547387e-15,0.005748558705411843,1.1842638123547387e-15
32,1.0,0.986802104484479,1.0,1.0,1.5452422808349269e-15,0.006108623053477954,1.5452422808349269e-15
64,0.9999999999999999,0.978928777532076,0.9999999999999999,1.0,6.640550078323404e-16,0.008812982513851708,6.640550078323404e-16
128,1.0000000000000002,0.965543573236401,1.0000000000000002,1.0,1.0859388248618518e-15,0.012663464117836901,1.0859388248618518e-15
""
""
""
VerHor
NumberOfAgents,LastDiminisher,Assessor,LastDiminisherTTC,Selling,LastDiminisher_Conf,As_Conf,LastDiminisherTTC_Conf
4,1.0,0.9980282122138688,1.0,1.0,2.016763700071423e-15,0.00436397344707614,2.016763700071423e-15
8,1.0,0.9954809098400041,1.0,1.0,1.3782297599448211e-15,0.003795799937614607,1.3782297599448211e-15
16,0.9999999999999999,0.9918959462375044,0.9999999999999999,1.0,8.661597458569636e-16,0.005748558705411843,8.661597458569636e-16
32,1.0,0.986802104484479,1.0,1.0,8.120281234335061e-16,0.006108623053477954,8.120281234335061e-16
64,0.9999999999999999,0.978928777532076,0.9999999999999999,1.0,9.04261189584067e-16,0.008812982513851708,9.04261189584067e-16
128,1.0,0.965543573236401,1.0,1.0,8.418598815870271e-16,0.012663464117836901,8.418598815870271e-16
""
""
""
HorVer
NumberOfAgents,LastDiminisher,Assessor,LastDiminisherTTC,Selling,LastDiminisher_Conf,As_Conf,LastDiminisherTTC_Conf
4,1.0000000000000002,0.9980282122138688,1.0000000000000002,1.0,2.690028682108405e-15,0.00436397344707614,2.690028682108405e-15
