Israel06HS_2020-06-15T00-51-42_NoiseProportion_0.6_50_exp.json
LastDiminisher,egalitarianGain_Avg
,4,8,16,32,64,128
Hor,0.9999999999999998,0.9999999999999999,1.0,0.9999999999999998,0.9999999999999997,1.0000000000000002
Ver,1.0000000000000002,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999
HighestScatter,1.0,1.0,1.0,0.9999999999999998,0.9999999999999997,1.0000000000000002
MostValuableMargin,1.0,1.0,1.0000000000000002,0.9999999999999999,0.9999999999999997,1.0
LargestMargin,1.0,1.0,1.0,0.9999999999999999,0.9999999999999997,1.0
VerHor,1.0000000000000002,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999
HorVer,0.9999999999999998,0.9999999999999999,1.0,0.9999999999999998,0.9999999999999997,1.0000000000000002
SmallestPiece,1.0000000000000002,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999
SquarePiece,1.0000000000000002,1.0,1.0,1.0,0.9999999999999997,1.0000000000000002
SmallestHalfCut,1.0000000000000002,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999
""
""
LastDiminisher,ttc_egalitarianGain_Avg
,4,8,16,32,64,128
Hor,0.9999999999999998,0.9999999999999999,1.0,0.9999999999999998,0.9999999999999997,1.0000000000000002
Ver,1.0000000000000002,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999
HighestScatter,1.0,1.0,1.0,0.9999999999999998,0.9999999999999997,1.0000000000000002
MostValuableMargin,1.0,1.0,1.0000000000000002,0.9999999999999999,0.9999999999999997,1.0
LargestMargin,1.0,1.0,1.0,0.9999999999999999,0.9999999999999997,1.0
VerHor,1.0000000000000002,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999
HorVer,0.9999999999999998,0.9999999999999999,1.0,0.9999999999999998,0.9999999999999997,1.0000000000000002
SmallestPiece,1.0000000000000002,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999
SquarePiece,1.0000000000000002,1.0,1.0,1.0,0.9999999999999997,1.0000000000000002
SmallestHalfCut,1.0000000000000002,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999
""
""
LastDiminisher,ttc_utilitarianGain_Avg
,4,8,16,32,64,128
Hor,1.0974486326558979,1.1253573412063123,1.1437892275842239,1.1563835658007153,1.1592013171254902,1.1634440343932932
Ver,1.094713181365423,1.1288997544151549,1.1511842897814868,1.1610283697532435,1.1636240800498712,1.170316569715673
HighestScatter,1.1143513012948627,1.1525399098764657,1.1845240198195548,1.195590289162993,1.2005628245052005,1.2080467644476847
MostValuableMargin,1.117554831262664,1.1578542892107437,1.190145688193605,1.2020491543490188,1.2067474796035873,1.2145715880255175
LargestMargin,1.1177816433169316,1.1556983362261375,1.1823490309163318,1.1958595090061288,1.1999454350149272,1.2082162960166531
VerHor,1.1111133285141999,1.1522530745256978,1.1804797067013424,1.1952138661619205,1.2014091647007676,1.2104773907657045
HorVer,1.1016765667454187,1.1443929917267974,1.1757556030197387,1.1941916472129586,1.2014450954965112,1.2101432191652928
SmallestPiece,1.0946343544626596,1.1288671031054127,1.1513124130657049,1.161024294643877,1.163625097097224,1.170316443163325
SquarePiece,1.1115550902226448,1.1432453849670612,1.1693400190105299,1.182309471422313,1.1867624803203383,1.1958086877486886
SmallestHalfCut,1.0944686234181036,1.1290314867659468,1.1511678422006613,1.1610474267788278,1.1636270573788583,1.171229631708893
""
""
LastDiminisher,utilitarianGain_Avg
,4,8,16,32,64,128
Hor,1.0974486326558979,1.1253573412063123,1.1437892275842239,1.1563835658007153,1.1592013171254902,1.1634440343932932
Ver,1.094713181365423,1.1288997544151549,1.1511842897814868,1.1610283697532435,1.1636240800498712,1.170316569715673
HighestScatter,1.1143513012948627,1.1525399098764657,1.1845240198195548,1.195590289162993,1.2005628245052005,1.2080467644476847
MostValuableMargin,1.117554831262664,1.1578542892107437,1.190145688193605,1.2020491543490188,1.2067474796035873,1.2145715880255175
LargestMargin,1.1177816433169316,1.1556983362261375,1.1823490309163318,1.1958595090061288,1.1999454350149272,1.2082162960166531
VerHor,1.1111133285141999,1.1522530745256978,1.1804797067013424,1.1952138661619205,1.2014091647007676,1.2104773907657045
HorVer,1.1016765667454187,1.1443929917267974,1.1757556030197387,1.1941916472129586,1.2014450954965112,1.2101432191652928
SmallestPiece,1.0946343544626596,1.1288671031054127,1.1513124130657049,1.161024294643877,1.163625097097224,1.170316443163325
SquarePiece,1.1115550902226448,1.1432453849670612,1.1693400190105299,1.182309471422313,1.1867624803203383,1.1958086877486886
SmallestHalfCut,1.0944686234181036,1.1290314867659468,1.1511678422006613,1.1610474267788278,1.1636270573788583,1.171229631708893
""
""
LastDiminisher,averageFaceRatio_Avg
,4,8,16,32,64,128
Hor,0.2875,0.14375,0.071875,0.0359375,0.01796875,0.008984375
Ver,0.21739130434782608,0.10869565217391304,0.05434782608695652,0.02717391304347826,0.01358695652173913,0.006793478260869565
HighestScatter,0.5382224068743857,0.36564336730769836,0.21684793411773023,0.12992118261624447,0.06915366887246095,0.03925809408018797
MostValuableMargin,0.4949941520690672,0.34179163539937585,0.21636687712132635,0.1183083395746407,0.06680823663465484,0.03630688183865151
LargestMargin,0.5570397359257173,0.3847381781701399,0.23355990579663838,0.13155154932857968,0.07331298349273889,0.03898889004050345
VerHor,0.6128128118287537,0.40549136443800377,0.25328302366290006,0.14297129589617277,0.07837133879057934,0.04060838614261628
HorVer,0.5886383849904039,0.3228129445886314,0.19293828549676217,0.12656957396417043,0.07304724100623858,0.03844021915844884
