random06_2020-06-30T17-18-48_NoiseProportion_0.6_50_exp.json
FOCSEV
NumberOfAgents,FOCS,Assessor,FOCSTTC,Selling,FOCS_Conf,As_Conf,FOCSTTC_Conf
4,0.35262660896895504,0.6843254999970521,,1.0,0.5725331398541623,0.0,
8,0.20310512522646795,0.7292257909463372,,1.0,0.3026637257930081,0.0,
16,0.10823777755612521,0.6825411268179914,,1.0,0.16228032601289977,0.0,
32,0.07283193406931374,0.7274306593519477,,1.0,0.10678643958025548,0.0,
64,0.04444963023723637,0.6776597544146844,,1.0,0.05777095569917538,0.0,
128,0.025181034770111663,0.722121472229881,,1.0,0.03650721311819677,0.0,
""
""
""
FOCSUV
NumberOfAgents,FOCS,Assessor,FOCSTTC,Selling,FOCS_Conf,As_Conf,FOCSTTC_Conf
4,0.3204546154451472,0.6843254999970521,,1.0,0.5527970817771108,0.0,
8,0.1965944519880454,0.7292257909463372,,1.0,0.25624722183021065,0.0,
16,0.09570566552500791,0.6825411268179914,,1.0,0.13202241199993897,0.0,
32,0.06618410053719816,0.7274306593519477,,1.0,0.09078813820292567,0.0,
64,0.03190730826354516,0.6776597544146844,,1.0,0.040929130574672345,0.0,
128,0.016467735877270143,0.722121472229881,,1.0,0.024341530209193243,0.0,
""
""
""
FOCSLE
NumberOfAgents,FOCS,Assessor,FOCSTTC,Selling,FOCS_Conf,As_Conf,FOCSTTC_Conf
4,0.4378906025654747,0.6843254999970521,,1.0,0.8241358247145135,0.0,
8,0.2909206977637908,0.7292257909463372,,1.0,0.47994143089358793,0.0,
16,0.18893084147548606,0.6825411268179914,,1.0,0.35350321080381863,0.0,
32,0.09423292550658424,0.7274306593519477,,1.0,0.14377359781036156,0.0,
64,0.05248741036638491,0.6776597544146844,,1.0,0.11421543895494835,0.0,
128,0.031449119752418195,0.722121472229881,,1.0,0.046191551551453026,0.0,
""
""
""
FOCSAFR
NumberOfAgents,FOCS,Assessor,FOCSTTC,Selling,FOCS_Conf,As_Conf,FOCSTTC_Conf
4,0.684167446292704,0.6843254999970521,,1.0,0.00046796808737002775,0.0,
8,0.7290325539281062,0.7292257909463372,,1.0,0.0006843025887142117,0.0,
16,0.6820145230168314,0.6825411268179914,,1.0,0.0009522375816558822,0.0,
32,0.7264891315720554,0.7274306593519477,,1.0,0.0012543028775586168,0.0,
64,0.6784683532699763,0.6776597544146844,,1.0,0.0018110673737235686,0.0,
128,0.7199493889994336,0.722121472229881,,1.0,0.0024064520344857674,0.0,
""
""
""
FOCSSFR
NumberOfAgents,FOCS,Assessor,FOCSTTC,Selling,FOCS_Conf,As_Conf,FOCSTTC_Conf
4,0.684265635307291,0.6843254999970521,,1.0,0.00037845239907505874,0.0,
8,0.7292420834051182,0.7292257909463372,,1.0,0.0006231815270986751,0.0,
16,0.6831157574223541,0.6825411268179914,,1.0,0.0004899171645305904,0.0,
32,0.7279490328457462,0.7274306593519477,,1.0,0.0007081321866546472,0.0,
64,0.680402335386358,0.6776597544146844,,1.0,0.0007622859263879016,0.0,
128,0.724693552144274,0.722121472229881,,1.0,0.0008180432849323484,0.0,
""
""
""
