tlvGardens06_2020-05-31T00-05-07_NoiseProportion_0.6_50_exp.json
4
Cut Heuristic,egalitarianGain,,,ttc_egalitarianGain,,,utilitarianGain,,,ttc_utilitarianGain,,,averageFaceRatio,,,smallestFaceRatio,,,largestEnvy,,,ttc_largestEnvy,,,runDuration(sec),
,AverageGain,Improv(%),StDev,AverageGain,Improv(%),StDev,AverageGain,Improv(%),StDev,AverageGain,Improv(%),StDev,AverageRatio,Improv(%),StDev,AverageRatio,Improv(%),StDev,AverageGain,Improv(%),StDev,AverageGain,Improv(%),StDev,Average Time,StDev
NoPatternEV,1.087142411197653,0.25175635384320816,0.04376298253190932,1.087142411197653,0.25175635384320816,0.04376298253190932,1.1534563299481235,0.14509521451581528,0.053668045064443004,1.1534563299481235,0.14509521451581528,0.053668045064443004,0.5599095277443626,-0.17864587306468258,0.15085387402778241,0.3252832801493309,-0.4425795733814105,0.22284023366808298,1.0320706351868174,0.2534823009253709,0.05847459223218292,1.0320706351868174,0.2534823009253709,0.05847459223218292,0.0013215246200561524,0.00024084078956028673
NoPatternUV,1.083523690313869,0.24758969010862744,0.04412694958139243,1.083523690313869,0.24758969010862744,0.04412694958139243,1.1569683868125593,0.14858181336152426,0.05360346334976887,1.1584904247820704,0.15009281845980738,0.05351919318246838,0.5456048885882491,-0.19962993177953753,0.15314564498028121,0.31338873702626496,-0.4629626108958158,0.22372611828891442,1.02972116258734,0.2551817222820141,0.04914743538248691,1.02972116258734,0.2551817222820141,0.04914743538248691,0.0013215246200561524,0.00024084078956028673
NoPatternLE,1.0639237805538522,0.22502198294887618,0.0420721453782139,1.0639242343559112,0.22502250546515826,0.04207175581698918,1.1141102354893189,0.10603433002035216,0.046576687376511494,1.114153705733583,0.1060774851597262,0.04651152891206763,0.49328895428160435,-0.2763743099656832,0.24601533703913758,0.39188009652011907,-0.3284561982857017,0.2497240178143531,1.0032637372384965,0.27431891659941876,0.010137436839883412,1.0031682662630437,0.2743879726993538,0.010117600422295628,0.0013215246200561524,0.00024084078956028673
NoPatternAFR,1.0493238337855224,0.20821132783617935,0.02751054069026844,1.0508470235173883,0.2099651573302117,0.027659896300385015,1.105015509518866,0.09700552943579376,0.043168656287329174,1.1082776443757456,0.10024401789585188,0.0436869768658253,0.7485343744781378,0.09805560928277117,0.003713689752460975,0.5258310554751088,-0.09891165897712906,0.019607251935572743,1.1163697313059844,0.1925070487251566,0.09746699962284472,1.1121580221839207,0.19555346366593776,0.09641729313380526,0.0013215246200561524,0.00024084078956028673
NoPatternSFR,1.0654644918560474,0.22679598711070104,0.044476375380187845,1.0654644918560474,0.22679598711070104,0.044476375380187845,1.121668132602823,0.11353744183462064,0.04677158422923037,1.121668132602823,0.11353744183462064,0.04677158422923037,0.6837248977738591,0.002983944097817534,0.016912872329196846,0.5848600789991442,0.002243197370055516,0.018110230793606494,1.0153902484218984,0.2655475642153861,0.03052978037217038,1.0153902484218984,0.2655475642153861,0.03052978037217038,0.0013215246200561524,0.00024084078956028673
Summary,NoPatternEV,NoPatternEV, ,NoPatternEV,NoPatternEV, ,NoPatternUV,NoPatternUV, ,NoPatternUV,NoPatternUV, ,NoPatternAFR,NoPatternAFR, ,NoPatternSFR,NoPatternSFR, ,NoPatternLE,NoPatternAFR, ,NoPatternLE,NoPatternAFR, ,NoPatternEV, , , , , , , , , , , , , , , , , , , , , , , , 
""
""
8
Cut Heuristic,egalitarianGain,,,ttc_egalitarianGain,,,utilitarianGain,,,ttc_utilitarianGain,,,averageFaceRatio,,,smallestFaceRatio,,,largestEnvy,,,ttc_largestEnvy,,,runDuration(sec),
,AverageGain,Improv(%),StDev,AverageGain,Improv(%),StDev,AverageGain,Improv(%),StDev,AverageGain,Improv(%),StDev,AverageRatio,Improv(%),StDev,AverageRatio,Improv(%),StDev,AverageGain,Improv(%),StDev,AverageGain,Improv(%),StDev,Average Time,StDev
NoPatternEV,1.1034103995176479,0.48556742622821153,0.04320672047232027,1.1036310295314302,0.4858644696146674,0.04308149539075164,1.2168358032356152,0.21628210653840688,0.046732547118189,1.2170527958743231,0.2164990004389719,0.04666754677896565,0.4348359224126363,-0.3098586481932654,0.10306393726981666,0.10007456165723791,-0.015053248283250343,0.049760729715256954,1.1174830722818037,0.35854672660029213,0.08867595803877046,1.1172592923562252,0.35867517988011705,0.08876506565308617,0.025779901504516603,0.0032829230030738373
NoPatternUV,1.0910786257344525,0.46896464502555246,0.04445239645145635,1.0910786257344525,0.46896464502555246,0.04445239645145635,1.230799844028622,0.23023979327506017,0.044217728366258584,1.230799844028622,0.23023979327506017,0.044217728366258584,0.44624826704029025,-0.2917457680408769,0.10240604850696762,0.09325003947034574,-0.08222107643743116,0.04631261865749054,1.115581805950537,0.35963808408216025,0.09231685649896781,1.115581805950537,0.35963808408216025,0.09231685649896781,0.025779901504516603,0.0032829230030738373
NoPatternLE,1.0821445329945985,0.4569363034737319,0.041064281877727545,1.0823361520606833,0.4571942882117264,0.0410368083545883,1.197710897665219,0.19716590337224685,0.048026330568282635,1.1977641843653044,0.19721916582528934,0.04800637375161555,0.4185633828559244,-0.33568529191829943,0.13836133667783926,0.07553162516993572,-0.25660799676723167,0.027868626785041043,1.0775097270193255,0.3814920702957421,0.082363546083217,1.077233882520421,0.3816504094788227,0.08260404270007261,0.025779901504516603,0.0032829230030738373
