4,agents
Cut Pattern,pfAvg,pfAvg Improv(%),pfAvg stdev,pfMax,pfMax Improv(%),pfMax stdev
FOCSSFR,0.07406216659697037,0.061507194364786064,0.02867099400269645,0.07406216659697037,0.061507194364786064,0.02867099400269645
FOCSEV,0.05248309372749171,0.043458988694000056,0.023507406155189096,0.05248309372749171,0.043458988694000056,0.023507406155189096
FOCSLE,0.10008103343375643,0.08282811844886366,0.03912007803158024,0.10008103343375643,0.08282811844886366,0.03912007803158024
FOCSAFR,0.07687367972734276,0.06373341726295073,0.032965268274682054,0.07687367972734276,0.06373341726295073,0.032965268274682054
FOCSUV,0.05145630964387733,0.04260675407171388,0.022908100758074444,0.05145630964387733,0.04260675407171388,0.022908100758074444

8,agents
Cut Pattern,pfAvg,pfAvg Improv(%),pfAvg stdev,pfMax,pfMax Improv(%),pfMax stdev
FOCSSFR,0.09344459880203683,0.07025118355943027,0.021086822062762113,0.09344459880203683,0.07025118355943027,0.021086822062762113
FOCSEV,0.07687976168334416,0.05777919492535049,0.021385669008587016,0.07687976168334416,0.05777919492535049,0.021385669008587016
FOCSLE,0.16857183666670536,0.12632334257242814,0.061763920098029466,0.16857183666670536,0.12632334257242814,0.061763920098029466
FOCSAFR,0.0951004252461121,0.07149639248453131,0.02389086063885725,0.0951004252461121,0.07149639248453131,0.02389086063885725
FOCSUV,0.06930743984238372,0.05209214601859526,0.01862162620415432,0.06930743984238372,0.05209214601859526,0.01862162620415432

16,agents
Cut Pattern,pfAvg,pfAvg Improv(%),pfAvg stdev,pfMax,pfMax Improv(%),pfMax stdev
FOCSSFR,0.09530994348693782,0.06600953191569799,0.01935952933003696,0.09530994348693782,0.06600953191569799,0.01935952933003696
FOCSEV,0.08560120709274145,0.05931377535185781,0.023281871970676896,0.08560120709274145,0.05931377535185781,0.023281871970676896
FOCSLE,0.19198132821707972,0.13292037026429562,0.06449543049680558,0.19198132821707972,0.13292037026429562,0.06449543049680558
FOCSAFR,0.1153405979731627,0.07982354730132903,0.026886304054126047,0.1153405979731627,0.07982354730132903,0.026886304054126047
FOCSUV,0.07503226706203649,0.05199493190352248,0.019160728523747124,0.07503226706203649,0.05199493190352248,0.019160728523747124

32,agents
Cut Pattern,pfAvg,pfAvg Improv(%),pfAvg stdev,pfMax,pfMax Improv(%),pfMax stdev
FOCSSFR,0.08404975952413257,0.05525468400516413,0.020691240120692084,0.08404975952413257,0.05525468400516413,0.020691240120692084
FOCSEV,0.07675626817606089,0.0504571921151837,0.020071376034380587,0.07675626817606089,0.0504571921151837,0.020071376034380587
FOCSLE,0.13315712603434757,0.08742740043602648,0.04744753413534422,0.13315712603434757,0.08742740043602648,0.04744753413534422
FOCSAFR,0.09711147719604649,0.06382917143059723,0.019697392001965047,0.09711147719604649,0.06382917143059723,0.019697392001965047
FOCSUV,0.06378022218757229,0.04192815418914793,0.015413598481058948,0.06378022218757229,0.04192815418914793,0.015413598481058948

64,agents
Cut Pattern,pfAvg,pfAvg Improv(%),pfAvg stdev,pfMax,pfMax Improv(%),pfMax stdev
FOCSSFR,0.07859220617574827,0.04966348025239549,0.014288198300900038,0.07859220617574827,0.04966348025239549,0.014288198300900038
FOCSEV,0.07285205891981944,0.04604027977625485,0.01499356374019498,0.07285205891981944,0.04604027977625485,0.01499356374019498
FOCSLE,0.11325710556907709,0.07155822813185013,0.035558305543944985,0.11325710556907709,0.07155822813185013,0.035558305543944985
FOCSAFR,0.1009434687147171,0.06378829757361369,0.01511501349365818,0.1009434687147171,0.06378829757361369,0.01511501349365818
FOCSUV,0.06220936145033226,0.039314915840001324,0.01290691796625777,0.06220936145033226,0.039314915840001324,0.01290691796625777

128,agents
Cut Pattern,pfAvg,pfAvg Improv(%),pfAvg stdev,pfMax,pfMax Improv(%),pfMax stdev
FOCSSFR,0.07136502079126035,0.043727138050032976,0.009124256083454541,0.07136502079126035,0.043727138050032976,0.009124256083454541
FOCSEV,0.06853355130603972,0.04199312594579879,0.009997517394925227,0.06853355130603972,0.04199312594579879,0.009997517394925227
FOCSLE,0.09103653346382311,0.05578059624520937,0.014619070203601077,0.09103653346382311,0.05578059624520937,0.014619070203601077
FOCSAFR,0.09264035910574142,0.05676256400441553,0.011749063069576862,0.09264035910574142,0.05676256400441553,0.011749063069576862
FOCSUV,0.0576714754935244,0.03533729063773516,0.007625804230659566,0.0576714754935244,0.03533729063773516,0.007625804230659566

