tlvRealEstate06_2020-05-30T19-08-55_NoiseProportion_0.6_50_exp.json
HighestBidder
NumberOfAgents,HighestBidder,Assessor,HighestBidderTTC,Selling,HighestBidder_Conf,As_Conf,HighestBidderTTC_Conf
4,0.7467410941657995,0.8364683285009353,0.7467410941657995,1.0,0.7985933573464834,0.2639730970286427,0.7985933573464834
8,0.5156304090923399,0.7769353411388565,0.5156304090923399,1.0,0.4202335819582705,0.07588496458370637,0.4202335819582705
16,0.40937406856821945,0.7516375553366212,0.40937406856821945,1.0,0.31959480752397323,0.03398576772470217,0.31959480752397323
32,0.26986351614201304,0.7409258636257964,0.26986351614201304,1.0,0.24195083517318822,0.018034729454109354,0.24195083517318822
64,0.20662238184018614,0.7360776985147389,0.20662238184018614,1.0,0.24158051284751045,0.008839826658462745,0.24158051284751045
128,0.10356181970717171,0.7338668890926993,0.10356181970717171,1.0,0.20435690655399216,0.0031462532286307865,0.20435690655399216
""
""
""
