tlvRealEstate06_2020-05-30T19-08-55_NoiseProportion_0.6_50_exp.json
HighestBidder
NumberOfAgents,HighestBidder,Assessor,HighestBidderTTC,Selling,HighestBidder_Conf,As_Conf,HighestBidderTTC_Conf
4,1.1823191881179809,0.009457149505615235,,1.0,0.41225992567471903,0.03761719084131511,
8,2.3080486965179445,0.07323537826538086,,1.0,0.569385379578786,0.016476569382049805,
16,4.496355962753296,0.1425231647491455,,1.0,0.9586322242493462,0.028678654734155967,
32,8.869040694236755,0.29295295238494873,,1.0,1.7365639906006347,0.05521951877208381,
64,18.93174050807953,0.6199774837493897,,1.0,3.813756247862903,0.12338265798611106,
128,38.80902034282684,1.2819737386703491,,1.0,8.104102368021733,0.2624644707619316,
""
""
""
