tlvRealEstate06_2020-05-30T19-08-55_NoiseProportion_0.6_50_exp.json
HighestBidder
NumberOfAgents,HighestBidder,Assessor,HighestBidderTTC,Selling,HighestBidder_Conf,As_Conf,HighestBidderTTC_Conf
4,1.2289947832360033,1.0067928727699067,1.2289947832360033,1.0,0.15003428846681785,0.25547313236489966,0.15003428846681785
8,1.3118280193729086,1.0061124135980388,1.3118280193729086,1.0,0.08407883073665773,0.18335999458027127,0.08407883073665773
16,1.3795877918570065,0.9999445775148286,1.3795877918570065,1.0,0.03471058035455073,0.10695966470487284,0.03471058035455073
32,1.4259749347893402,1.0050796234367583,1.4259749347893402,1.0,0.022181746318980178,0.06920861247763323,0.022181746318980178
64,1.4654364057393587,0.9941924311713396,1.4654364057393587,1.0,0.008632685317847584,0.055416576350540196,0.008632685317847584
128,1.494640507449399,0.999776112463575,1.494640507449399,1.0,0.004894406793250323,0.04295772120208648,0.004894406793250323
""
""
""
