4,agents
Cut Pattern,pfAvg,pfAvg Improv(%),pfAvg stdev,pfMax,pfMax Improv(%),pfMax stdev
EvenPaz_HighestScatter,0.03486543357538643,0.03004397221760865,0.016516296147840767,0.03486543357538643,0.03004397221760865,0.016516296147840767
EvenPaz_LargestMargin,0.026369048662222786,0.022838552712155714,0.013433007125847761,0.026369048662222786,0.022838552712155714,0.013433007125847761
EvenPaz_Ver,0.05028325594328806,0.043483997881663544,0.01791146530499623,0.05028325594328806,0.043483997881663544,0.01791146530499623
EvenPaz_SmallestPiece,0.04855977843426575,0.041949125397071275,0.0199734942669243,0.04855977843426575,0.041949125397071275,0.0199734942669243
EvenPaz_HorVer,0.029836612947065248,0.025869837185079403,0.016345717805833843,0.029836612947065248,0.025869837185079403,0.016345717805833843
EvenPaz_MostValuableMargin,0.026799899469253846,0.023180907442516042,0.01440888700258741,0.026799899469253846,0.023180907442516042,0.01440888700258741
EvenPaz_Hor,0.048256606914575,0.041783205957681646,0.01934777032015513,0.048256606914575,0.041783205957681646,0.01934777032015513
EvenPaz_VerHor,0.039153391448094925,0.03373996611723149,0.020088318864834993,0.039153391448094925,0.03373996611723149,0.020088318864834993
EvenPaz_SmallestHalfCut,0.05028325594328806,0.043483997881663544,0.01791146530499623,0.05028325594328806,0.043483997881663544,0.01791146530499623
EvenPaz_SquarePiece,0.029836612947065248,0.025869837185079403,0.016345717805833843,0.029836612947065248,0.025869837185079403,0.016345717805833843

8,agents
Cut Pattern,pfAvg,pfAvg Improv(%),pfAvg stdev,pfMax,pfMax Improv(%),pfMax stdev
EvenPaz_HighestScatter,0.04396670945388685,0.03639171178884819,0.012127727398848303,0.04396670945388685,0.03639171178884819,0.012127727398848303
EvenPaz_LargestMargin,0.041681041547219806,0.03453588287779553,0.012370889058920576,0.041681041547219806,0.03453588287779553,0.012370889058920576
EvenPaz_Ver,0.0731776707279476,0.060559895610078546,0.01430045622109002,0.0731776707279476,0.060559895610078546,0.01430045622109002
EvenPaz_SmallestPiece,0.06550539843112091,0.05420143427219549,0.014130380762685054,0.06550539843112091,0.05420143427219549,0.014130380762685054
EvenPaz_HorVer,0.05030013167588155,0.041685670317826086,0.013655500475779575,0.05030013167588155,0.041685670317826086,0.013655500475779575
EvenPaz_MostValuableMargin,0.03907996119638591,0.03237925585668802,0.011497504396666892,0.03907996119638591,0.03237925585668802,0.011497504396666892
EvenPaz_Hor,0.07539553133817789,0.06244487166807261,0.014450145244918586,0.07539553133817789,0.06244487166807261,0.014450145244918586
EvenPaz_VerHor,0.04905632806110272,0.0406144471089065,0.012428771548823474,0.04905632806110272,0.0406144471089065,0.012428771548823474
EvenPaz_SmallestHalfCut,0.0731776707279476,0.060559895610078546,0.01430045622109002,0.0731776707279476,0.060559895610078546,0.01430045622109002
EvenPaz_SquarePiece,0.047769681895924024,0.03960971679471087,0.013092339197695806,0.047769681895924024,0.03960971679471087,0.013092339197695806

16,agents
Cut Pattern,pfAvg,pfAvg Improv(%),pfAvg stdev,pfMax,pfMax Improv(%),pfMax stdev
EvenPaz_HighestScatter,0.05539761961046359,0.044127720953196184,0.013023048644931855,0.05539761961046359,0.044127720953196184,0.013023048644931855
EvenPaz_LargestMargin,0.053857724198305874,0.04290463935850061,0.01356828048928286,0.053857724198305874,0.04290463935850061,0.01356828048928286
EvenPaz_Ver,0.0964422372785214,0.07678253481039711,0.010328881323397125,0.0964422372785214,0.07678253481039711,0.010328881323397125
EvenPaz_SmallestPiece,0.08519201677531486,0.06782803923251106,0.010791634529977515,0.08519201677531486,0.06782803923251106,0.010791634529977515
EvenPaz_HorVer,0.05675155737542319,0.04520629562193208,0.013559410684078774,0.05675155737542319,0.04520629562193208,0.013559410684078774
EvenPaz_MostValuableMargin,0.051397029740118505,0.04094871796606516,0.012522007166004783,0.051397029740118505,0.04094871796606516,0.012522007166004783
EvenPaz_Hor,0.10417373645850186,0.0829309599212412,0.013044771934120132,0.10417373645850186,0.0829309599212412,0.013044771934120132
EvenPaz_VerHor,0.06005085966384455,0.04784529695518426,0.0132572179595227,0.06005085966384455,0.04784529695518426,0.0132572179595227
