4,agents
Cut Pattern,pfAvg,pfAvg Improv(%),pfAvg stdev,pfMax,pfMax Improv(%),pfMax stdev
LastDiminisher_SmallestHalfCut,0.09665609399541658,0.0800010958957044,0.03897971150662758,0.09665609399541658,0.0800010958957044,0.03897971150662758
LastDiminisher_Hor,0.09522060055221455,0.07879912653528258,0.03679092559583752,0.09522060055221455,0.07879912653528258,0.03679092559583752
LastDiminisher_SmallestPiece,0.0874138079831381,0.07250583717876996,0.037820606429762885,0.0874138079831381,0.07250583717876996,0.037820606429762885
LastDiminisher_Ver,0.12621086876957496,0.10437737555345036,0.04012168676929774,0.12621086876957496,0.10437737555345036,0.04012168676929774
LastDiminisher_LargestMargin,0.077621726996373,0.06421047858520307,0.03262079158072358,0.077621726996373,0.06421047858520307,0.03262079158072358
LastDiminisher_VerHor,0.09737560796766336,0.08057561182329243,0.03228930071971604,0.09737560796766336,0.08057561182329243,0.03228930071971604
LastDiminisher_HorVer,0.08756149332160326,0.07246245257838829,0.032689790207748155,0.08756149332160326,0.07246245257838829,0.032689790207748155
LastDiminisher_MostValuableMargin,0.0692761235669721,0.05718811007792358,0.03094444665261577,0.0692761235669721,0.05718811007792358,0.03094444665261577
LastDiminisher_SquarePiece,0.09083229900949727,0.0752064231601775,0.03259571416628892,0.09083229900949727,0.0752064231601775,0.03259571416628892
LastDiminisher_HighestScatter,0.0686310671067611,0.05659907222888827,0.03160403710551468,0.0686310671067611,0.05659907222888827,0.03160403710551468

8,agents
Cut Pattern,pfAvg,pfAvg Improv(%),pfAvg stdev,pfMax,pfMax Improv(%),pfMax stdev
LastDiminisher_SmallestHalfCut,0.18293876742593349,0.13703088738782043,0.03242809509263524,0.18293876742593349,0.13703088738782043,0.03242809509263524
LastDiminisher_Hor,0.18670795736841406,0.1400350685663187,0.0369506123471549,0.18670795736841406,0.1400350685663187,0.0369506123471549
LastDiminisher_SmallestPiece,0.17427642020645084,0.1308870552391401,0.04086683304674913,0.17427642020645084,0.1308870552391401,0.04086683304674913
LastDiminisher_Ver,0.23380545800810357,0.17520660071123328,0.033446519203875105,0.23380545800810357,0.17520660071123328,0.033446519203875105
LastDiminisher_LargestMargin,0.14851085115170956,0.11132957624185627,0.029329529087150003,0.14851085115170956,0.11132957624185627,0.029329529087150003
LastDiminisher_VerHor,0.1721611276437601,0.12893971618698358,0.03452692521631429,0.1721611276437601,0.12893971618698358,0.03452692521631429
LastDiminisher_HorVer,0.16090509963479735,0.12066648204470923,0.03069801070730776,0.16090509963479735,0.12066648204470923,0.03069801070730776
LastDiminisher_MostValuableMargin,0.14519307508684082,0.10889970165824198,0.030771616105973804,0.14519307508684082,0.10889970165824198,0.030771616105973804
LastDiminisher_SquarePiece,0.15795290489373254,0.11845598535642647,0.03599465993272353,0.15795290489373254,0.11845598535642647,0.03599465993272353
LastDiminisher_HighestScatter,0.14752210730007215,0.11066810887872477,0.028307838617254943,0.14752210730007215,0.11066810887872477,0.028307838617254943

16,agents
Cut Pattern,pfAvg,pfAvg Improv(%),pfAvg stdev,pfMax,pfMax Improv(%),pfMax stdev
LastDiminisher_SmallestHalfCut,0.25483573698023326,0.1762355248325348,0.028721388703766424,0.25483573698023326,0.1762355248325348,0.028721388703766424
LastDiminisher_Hor,0.27377512618023614,0.18928986752597343,0.02992228280482108,0.27377512618023614,0.18928986752597343,0.02992228280482108
LastDiminisher_SmallestPiece,0.2359836316453173,0.16322918890370097,0.03309353649677997,0.2359836316453173,0.16322918890370097,0.03309353649677997
LastDiminisher_Ver,0.3279566964097288,0.22682030806673192,0.02266554192786962,0.3279566964097288,0.22682030806673192,0.02266554192786962
LastDiminisher_LargestMargin,0.23078463539195476,0.15963607634612603,0.03143477112948657,0.23078463539195476,0.15963607634612603,0.03143477112948657
LastDiminisher_VerHor,0.23464437816224198,0.1622779268746259,0.02722091827313038,0.23464437816224198,0.1622779268746259,0.02722091827313038
LastDiminisher_HorVer,0.22978050382028234,0.15892647166602855,0.027269151625434647,0.22978050382028234,0.15892647166602855,0.027269151625434647
LastDiminisher_MostValuableMargin,0.21956395829379333,0.15181116786331356,0.03155057443878594,0.21956395829379333,0.15181116786331356,0.03155057443878594
LastDiminisher_SquarePiece,0.22598377096316263,0.15625596565655886,0.029176073793409786,0.22598377096316263,0.15625596565655886,0.029176073793409786
LastDiminisher_HighestScatter,0.21916569796269536,0.15153696940871073,0.027372657006206016,0.21916569796269536,0.15153696940871073,0.027372657006206016

32,agents
Cut Pattern,pfAvg,pfAvg Improv(%),pfAvg stdev,pfMax,pfMax Improv(%),pfMax stdev
LastDiminisher_SmallestHalfCut,0.3105953721104159,0.2039412255219875,0.020130158341758252,0.3105953721104159,0.2039412255219875,0.020130158341758252
LastDiminisher_Hor,0.3378807266485972,0.2218558568527375,0.0225106809804954,0.3378807266485972,0.2218558568527375,0.0225106809804954
LastDiminisher_SmallestPiece,0.2931252110739961,0.19248719901258574,0.03285884735216027,0.2931252110739961,0.19248719901258574,0.03285884735216027
LastDiminisher_Ver,0.40049196837679085,0.26296303582798874,0.015983057886159117,0.40049196837679085,0.26296303582798874,0.015983057886159117
