4,agents
Cut Pattern,pfAvg,pfAvg Improv(%),pfAvg stdev,pfMax,pfMax Improv(%),pfMax stdev
EvenPaz_HighestScatter,0.05633289971885402,0.04665361532046547,0.024937535091272518,0.05633289971885402,0.04665361532046547,0.024937535091272518
EvenPaz_LargestMargin,0.05517420778894044,0.04572224668208483,0.02449568240033577,0.05517420778894044,0.04572224668208483,0.02449568240033577
EvenPaz_Ver,0.12312338961009518,0.10182591319254465,0.039737989646058305,0.12312338961009518,0.10182591319254465,0.039737989646058305
EvenPaz_SmallestPiece,0.07248777564385353,0.060192561552907996,0.03141644237317966,0.07248777564385353,0.060192561552907996,0.03141644237317966
EvenPaz_HorVer,0.07379356231116689,0.06124411754694896,0.028624629805857244,0.07379356231116689,0.06124411754694896,0.028624629805857244
EvenPaz_MostValuableMargin,0.05337876475591223,0.044187924541734515,0.02509900881486778,0.05337876475591223,0.044187924541734515,0.02509900881486778
EvenPaz_Hor,0.08488608500043363,0.07028188318459554,0.03320964580152302,0.08488608500043363,0.07028188318459554,0.03320964580152302
EvenPaz_VerHor,0.0769151221437641,0.06376922611190976,0.032928056398141316,0.0769151221437641,0.06376922611190976,0.032928056398141316
EvenPaz_SmallestHalfCut,0.10354754251741681,0.0857810216283087,0.038258697874801205,0.10354754251741681,0.0857810216283087,0.038258697874801205
EvenPaz_SquarePiece,0.07379356231116689,0.06124411754694896,0.028624629805857244,0.07379356231116689,0.06124411754694896,0.028624629805857244

8,agents
Cut Pattern,pfAvg,pfAvg Improv(%),pfAvg stdev,pfMax,pfMax Improv(%),pfMax stdev
EvenPaz_HighestScatter,0.08002082515866553,0.06012061248700264,0.022735798766522902,0.08002082515866553,0.06012061248700264,0.022735798766522902
EvenPaz_LargestMargin,0.07879740547593674,0.059260455229755246,0.021284779535315167,0.07879740547593674,0.059260455229755246,0.021284779535315167
EvenPaz_Ver,0.23129186400703894,0.1733081653591073,0.0341447381913643,0.23129186400703894,0.1733081653591073,0.0341447381913643
EvenPaz_SmallestPiece,0.10280950902923927,0.0773239429809412,0.03080460722381596,0.10280950902923927,0.0773239429809412,0.03080460722381596
EvenPaz_HorVer,0.0950283508353941,0.07148277031273899,0.025219710121174063,0.0950283508353941,0.07148277031273899,0.025219710121174063
EvenPaz_MostValuableMargin,0.07773606241674236,0.05844255105834268,0.02181530918377263,0.07773606241674236,0.05844255105834268,0.02181530918377263
EvenPaz_Hor,0.16509956574888118,0.12379465257324496,0.03169352568350639,0.16509956574888118,0.12379465257324496,0.03169352568350639
EvenPaz_VerHor,0.13171141732898092,0.09880583113031434,0.030804899446392843,0.13171141732898092,0.09880583113031434,0.030804899446392843
EvenPaz_SmallestHalfCut,0.17825794578967602,0.13364554094583975,0.03778739650166648,0.17825794578967602,0.13364554094583975,0.03778739650166648
EvenPaz_SquarePiece,0.0950283508353941,0.07148277031273899,0.025219710121174063,0.0950283508353941,0.07148277031273899,0.025219710121174063

16,agents
Cut Pattern,pfAvg,pfAvg Improv(%),pfAvg stdev,pfMax,pfMax Improv(%),pfMax stdev
EvenPaz_HighestScatter,0.08803978730504415,0.0609799777380404,0.02460675447637135,0.08803978730504415,0.0609799777380404,0.02460675447637135
EvenPaz_LargestMargin,0.08820713625647393,0.0610903690339288,0.02270112982371315,0.08820713625647393,0.0610903690339288,0.02270112982371315
EvenPaz_Ver,0.32192118113078183,0.22265859062730903,0.021076771839001154,0.32192118113078183,0.22265859062730903,0.021076771839001154
EvenPaz_SmallestPiece,0.10573153521061934,0.07327319333152435,0.024596027826429914,0.10573153521061934,0.07327319333152435,0.024596027826429914
EvenPaz_HorVer,0.09411749268771988,0.06519750155079353,0.02065839130734745,0.09411749268771988,0.06519750155079353,0.02065839130734745
EvenPaz_MostValuableMargin,0.08608923872606462,0.059618891774639735,0.021480493249481612,0.08608923872606462,0.059618891774639735,0.021480493249481612
EvenPaz_Hor,0.25450958491164605,0.1759868434714664,0.022900499908108805,0.25450958491164605,0.1759868434714664,0.022900499908108805
EvenPaz_VerHor,0.10257991783039333,0.07102887402934815,0.023536613079595144,0.10257991783039333,0.07102887402934815,0.023536613079595144
EvenPaz_SmallestHalfCut,0.24038224731037933,0.16626812274648703,0.029470346771316408,0.24038224731037933,0.16626812274648703,0.029470346771316408
EvenPaz_SquarePiece,0.09411749268771988,0.06519750155079353,0.02065839130734745,0.09411749268771988,0.06519750155079353,0.02065839130734745

32,agents
Cut Pattern,pfAvg,pfAvg Improv(%),pfAvg stdev,pfMax,pfMax Improv(%),pfMax stdev
EvenPaz_HighestScatter,0.07763084918607141,0.051021239555432085,0.02046704972451695,0.07763084918607141,0.051021239555432085,0.02046704972451695
EvenPaz_LargestMargin,0.0759133592903572,0.049916981491091306,0.02072427856590471,0.0759133592903572,0.049916981491091306,0.02072427856590471
EvenPaz_Ver,0.3916776964328759,0.2571836063750773,0.01367885886165449,0.3916776964328759,0.2571836063750773,0.01367885886165449
EvenPaz_SmallestPiece,0.09234515542893779,0.06069234099838198,0.02450682642549462,0.09234515542893779,0.06069234099838198,0.02450682642549462
EvenPaz_HorVer,0.08593217043425681,0.056464952191794024,0.02004503016956193,0.08593217043425681,0.056464952191794024,0.02004503016956193
EvenPaz_MostValuableMargin,0.07450193585921079,0.048965708234279676,0.019052102852227436,0.07450193585921079,0.048965708234279676,0.019052102852227436
EvenPaz_Hor,0.3122834444864234,0.20505170744796164,0.016493942889490784,0.3122834444864234,0.20505170744796164,0.016493942889490784
