4,agents
Cut Pattern,pfAvg,pfAvg Improv(%),pfAvg stdev,pfMax,pfMax Improv(%),pfMax stdev
EvenPaz_HighestScatter,0.3593904620778064,0.2642618583284172,0.0002778792345909041,0.3593904620778064,0.2642618583284172,0.0002778792345909041
EvenPaz_LargestMargin,0.3593711162560259,0.2642476331372886,0.00027984120687978443,0.3593711162560259,0.2642476331372886,0.00027984120687978443
EvenPaz_Ver,0.35950136283550244,0.26434340580676524,0.00022645232519551034,0.35950136283550244,0.26434340580676524,0.00022645232519551034
EvenPaz_SmallestPiece,0.35943847693153413,0.2642971631412804,0.00027769514463773316,0.35943847693153413,0.2642971631412804,0.00027769514463773316
EvenPaz_HorVer,0.35948703411530636,0.26433287122175153,0.00022973645714086363,0.35948703411530636,0.26433287122175153,0.00022973645714086363
EvenPaz_MostValuableMargin,0.3593476419728096,0.2642303710686555,0.0002844071219518661,0.3593476419728096,0.2642303710686555,0.0002844071219518661
EvenPaz_Hor,0.3594987276866556,0.26434146948587733,0.00028014522889330447,0.3594987276866556,0.26434146948587733,0.00028014522889330447
EvenPaz_VerHor,0.35949263225146666,0.26433698727437305,0.00023573449108875834,0.35949263225146666,0.26433698727437305,0.00023573449108875834
EvenPaz_SmallestHalfCut,0.35948760694121995,0.2643332882824063,0.00026536561498681445,0.35948760694121995,0.2643332882824063,0.00026536561498681445
EvenPaz_SquarePiece,0.35948703411530636,0.26433287122175153,0.00022973645714086363,0.35948703411530636,0.26433287122175153,0.00022973645714086363

8,agents
Cut Pattern,pfAvg,pfAvg Improv(%),pfAvg stdev,pfMax,pfMax Improv(%),pfMax stdev
EvenPaz_HighestScatter,0.4655055145541846,0.31740034184496346,0.0002363454078136627,0.4655055145541846,0.31740034184496346,0.0002363454078136627
EvenPaz_LargestMargin,0.46550742610038726,0.3174016462978074,0.00021846514130144924,0.46550742610038726,0.3174016462978074,0.00021846514130144924
EvenPaz_Ver,0.4656166005067424,0.31747608424916596,0.00021728231625168742,0.4656166005067424,0.31747608424916596,0.00021728231625168742
EvenPaz_SmallestPiece,0.4655637999175564,0.31744008256676426,0.00022779578744455068,0.4655637999175564,0.31744008256676426,0.00022779578744455068
