tlvRealEstate06_2020-05-30T19-08-55_NoiseProportion_0.6_50_exp.json
HighestBidder,egalitarianGain_Avg
,4,8,16,32,64,128
HighestBidder,0.7467410941657995,0.5156304090923399,0.40937406856821945,0.26986351614201304,0.20662238184018614,0.10356181970717171
""
""
HighestBidder,ttc_egalitarianGain_Avg
,4,8,16,32,64,128
HighestBidder,0.7467410941657995,0.5156304090923399,0.40937406856821945,0.26986351614201304,0.20662238184018614,0.10356181970717171
""
""
HighestBidder,ttc_utilitarianGain_Avg
,4,8,16,32,64,128
HighestBidder,1.2289947832360033,1.3118280193729086,1.3795877918570065,1.4259749347893402,1.4654364057393587,1.494640507449399
""
""
HighestBidder,utilitarianGain_Avg
,4,8,16,32,64,128
HighestBidder,1.2289947832360033,1.3118280193729086,1.3795877918570065,1.4259749347893402,1.4654364057393587,1.494640507449399
""
""
HighestBidder,averageFaceRatio_Avg
,4,8,16,32,64,128
""
""
HighestBidder,smallestFaceRatio_Avg
,4,8,16,32,64,128
""
""
HighestBidder,largestEnvy_Avg
,4,8,16,32,64,128
""
""
HighestBidder,ttc_largestEnvy_Avg
,4,8,16,32,64,128
""
""
HighestBidder,experimentDurationSec_Avg
,4,8,16,32,64,128
HighestBidder,1.1823191881179809,2.3080486965179445,4.496355962753296,8.869040694236755,18.93174050807953,38.80902034282684
""
""
