
NumberOfAgents,NoiseProportion,Algorithm,Method,egalitarianGain_Avg,egalitarianGain_StDev,egalitarianGain_interval,ttc_egalitarianGain_Avg,ttc_egalitarianGain_StDev,ttc_egalitarianGain_interval,utilitarianGain_Avg,utilitarianGain_StDev,utilitarianGain_interval,ttc_utilitarianGain_Avg,ttc_utilitarianGain_StDev,ttc_utilitarianGain_interval,averageFaceRatio_Avg,averageFaceRatio_StDev,averageFaceRatio_interval,largestFaceRatio,smallestFaceRatio_Avg,smallestFaceRatio_StDev,smallestFaceRatio_interval,averageInheritanceGain,largestInheritanceGain,largestEnvy_Avg,largestEnvy_StDev,largestEnvy_interval,ttc_largestEnvy_Avg,ttc_largestEnvy_StDev,ttc_largestEnvy_interval,experimentDurationSec_Avg,experimentDurationSec_StDev,experimentDurationSec_interval,experiment,dishonestAgent,relativeValues,ttc_relativeValues,comment
4,0.6,Honest_HighestBidder,HighestBidder,0.7467410941657995,0.2509369462166468,0.7985933573464834,0.7467410941657995,0.2509369462166468,0.7985933573464834,1.2289947832360033,0.04714432674565312,0.15003428846681785,1.2289947832360033,0.04714432674565312,0.15003428846681785,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,1.1823191881179809,0.1295418323288553,0.41225992567471903,450,,"{'851': 0.37146555043651736, '88': 0.24610033054216426, '629': 0.30674442272664154, '453': 0.3141069321071638}","{'851': 0.37146555043651736, '88': 0.24610033054216426, '629': 0.30674442272664154, '453': 0.3141069321071638}",
4,0.6,Assessor,Assessor,0.8364683285009353,0.08294659884452128,0.2639730970286427,0.966798010018177,0.13327299646189406,0.42413415518431735,1.0067928727699067,0.08027570863982895,0.25547313236489966,1.1488242272066933,0.06883917409129486,0.2190769752456615,0.7935668796805543,0.0,0.0,0,0.5409283615117215,0.0,0.0,0,0,1.5061273890129907,0.14638620382693368,0.4658662335136141,1.302117675809577,0.22290613262140738,0.7093867981862018,0.009457149505615235,0.011820212262137463,0.03761719084131511,450,,"{'453': 0.20768641339909027, '629': 0.306153309345409, '851': 0.21248216170142648, '88': 0.26527196024310945}","{'453': 0.31951025386902554, '629': 0.306153309345409, '851': 0.24391615750786635, '88': 0.26527196024310945}",
4,0.6,Integrated_Honest_HighestBidder,HighestBidder,-0.10726913533706557,0.2509369462166468,0.7985933573464834,-0.10726913533706557,0.2509369462166468,0.7985933573464834,0.22070270507057793,0.04714432674565312,0.15003428846681785,0.22070270507057793,0.04714432674565312,0.15003428846681785,-1.0,0.0,0.0,0,-1.0,0.0,0.0,0,0,-1.0,0.0,0.0,-1.0,0.0,0.0,124.01855737989256,0.1295418323288553,0.41225992567471903,450,,"{'851': 0.37146555043651736, '88': 0.24610033054216426, '629': 0.30674442272664154, '453': 0.3141069321071638}","{'851': 0.37146555043651736, '88': 0.24610033054216426, '629': 0.30674442272664154, '453': 0.3141069321071638}",
8,0.6,Honest_HighestBidder,HighestBidder,0.5156304090923399,0.17771685365178982,0.4202335819582705,0.5156304090923399,0.17771685365178982,0.4202335819582705,1.3118280193729086,0.035556951892350155,0.08407883073665773,1.3118280193729086,0.035556951892350155,0.08407883073665773,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,2.3080486965179445,0.24079317436396622,0.569385379578786,850,,"{'120': 0.10288325455230568, '527': 0.11256524787528287, '242': 0.09191145409760244, '994': 0.08195090007760282, '1022': 0.23251409277046123, '157': 0.20415204298829073, '302': 0.31863927164374717, '370': 0.1869856489665544}","{'120': 0.10288325455230568, '527': 0.11256524787528287, '242': 0.09191145409760244, '994': 0.08195090007760282, '1022': 0.23251409277046123, '157': 0.20415204298829073, '302': 0.31863927164374717, '370': 0.1869856489665544}",
8,0.6,Assessor,Assessor,0.7769353411388565,0.03209176449547284,0.07588496458370637,0.8837266453291107,0.10385167807486434,0.2455701964839388,1.0061124135980388,0.07754297305456867,0.18335999458027127,1.2010232312420976,0.05185423518452765,0.1226157820349256,0.6278730560333143,0.0,0.0,0,0.42145462906394826,0.0,0.0,0,0,1.6963837341308745,0.03558270701115458,0.08413973191517032,1.5425694738535198,0.17050077316121218,0.4031702630330083,0.07323537826538086,0.006967944008444511,0.016476569382049805,850,,"{'1022': 0.10361628588170342, '120': 0.1777311321051275, '157': 0.15166518851579097, '242': 0.13266397144890105, '302': 0.14624903028368388, '370': 0.09638728609580781, '527': 0.09425748032274098, '994': 0.14394544288002087}","{'1022': 0.1774192398333785, '120': 0.1777311321051275, '157': 0.16310583167748688, '242': 0.13266397144890105, '302': 0.16762862192457795, '370': 0.09638728609580789, '527': 0.15809051299522528, '994': 0.14394544288002087}",
8,0.6,Integrated_Honest_HighestBidder,HighestBidder,-0.33632777170811606,0.17771685365178982,0.4202335819582705,-0.33632777170811606,0.17771685365178982,0.4202335819582705,0.30385829818119015,0.035556951892350155,0.08407883073665773,0.30385829818119015,0.035556951892350155,0.08407883073665773,-1.0,0.0,0.0,0,-1.0,0.0,0.0,0,0,-1.0,0.0,0.0,-1.0,0.0,0.0,30.515488158664756,0.24079317436396622,0.569385379578786,850,,"{'120': 0.10288325455230568, '527': 0.11256524787528287, '242': 0.09191145409760244, '994': 0.08195090007760282, '1022': 0.23251409277046123, '157': 0.20415204298829073, '302': 0.31863927164374717, '370': 0.1869856489665544}","{'120': 0.10288325455230568, '527': 0.11256524787528287, '242': 0.09191145409760244, '994': 0.08195090007760282, '1022': 0.23251409277046123, '157': 0.20415204298829073, '302': 0.31863927164374717, '370': 0.1869856489665544}",
16,0.6,Honest_HighestBidder,HighestBidder,0.40937406856821945,0.1499424690534286,0.31959480752397323,0.40937406856821945,0.1499424690534286,0.31959480752397323,1.3795877918570065,0.01628496458049734,0.03471058035455073,1.3795877918570065,0.01628496458049734,0.03471058035455073,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,4.496355962753296,0.4497560011432442,0.9586322242493462,1650,,"{'469': 0.16645995395764948, '349': 0.07189379020108519, '1009': 0.07118740189059423, '426': 0.0548249730458166, '418': 0.08355280951176026, '254': 0.05117953964535474, '509': 0.11888857111806879, '289': 0.17654993977590822, '615': 0.08106897341758829, '144': 0.04988445657478638, '664': 0.07633184016959826, '662': 0.1335464240302891, '495': 0.07380685614499212, '230': 0.04494843406045021, '163': 0.05528756790272107, '440': 0.07483114683653523}","{'469': 0.16645995395764948, '349': 0.07189379020108519, '1009': 0.07118740189059423, '426': 0.0548249730458166, '418': 0.08355280951176026, '254': 0.05117953964535474, '509': 0.11888857111806879, '289': 0.17654993977590822, '615': 0.08106897341758829, '144': 0.04988445657478638, '664': 0.07633184016959826, '662': 0.1335464240302891, '495': 0.07380685614499212, '230': 0.04494843406045021, '163': 0.05528756790272107, '440': 0.07483114683653523}",
16,0.6,Assessor,Assessor,0.7516375553366212,0.0159449083819546,0.03398576772470217,0.8740884346304736,0.11562772165816942,0.2464546547823651,0.9999445775148286,0.0501816545119322,0.10695966470487284,1.2691145018190892,0.03814088195452969,0.0812953655092141,0.5264340298302252,4.645749980230821e-17,9.902181684145217e-17,0,0.2531174956833076,0.0,0.0,0,0,1.777345687675099,0.015620143028596618,0.033293546759873886,1.6269375470835803,0.18752755249065411,0.3997055165360568,0.1425231647491455,0.013455000515449816,0.028678654734155967,1650,,"{'1009': 0.05646080464184293, '144': 0.07257119450346249, '163': 0.047928726360511424, '230': 0.047807628793282805, '254': 0.05232809581676784, '289': 0.05073596785971509, '349': 0.07844065865507849, '418': 0.05555400827727961, '426': 0.08224690781828414, '440': 0.04760592583286059, '469': 0.047775073377954884, '495': 0.04596748364272848, '509': 0.07763604076661977, '615': 0.07034891300075682, '662': 0.05326966698824745, '664': 0.07293653740270077}","{'1009': 0.07915926140952072, '144': 0.07643038663727945, '163': 0.07483471437931953, '230': 0.0691851459668563, '254': 0.09061195610550743, '289': 0.08645522452679397, '349': 0.07844065865507849, '418': 0.09213252695640833, '426': 0.08741457545946293, '440': 0.08229171276185485, '469': 0.08540845356442615, '495': 0.04596748364272848, '509': 0.08993926816803004, '615': 0.08285971664135766, '662': 0.08399357241229076, '664': 0.07293653740270077}",
16,0.6,Integrated_Honest_HighestBidder,HighestBidder,-0.45535708578999745,0.1499424690534286,0.31959480752397323,-0.45535708578999745,0.1499424690534286,0.31959480752397323,0.3796642562787917,0.01628496458049734,0.03471058035455073,0.3796642562787917,0.01628496458049734,0.03471058035455073,-1.0,0.0,0.0,0,-1.0,0.0,0.0,0,0,-1.0,0.0,0.0,-1.0,0.0,0.0,30.548246705490406,0.4497560011432442,0.9586322242493462,1650,,"{'469': 0.16645995395764948, '349': 0.07189379020108519, '1009': 0.07118740189059423, '426': 0.0548249730458166, '418': 0.08355280951176026, '254': 0.05117953964535474, '509': 0.11888857111806879, '289': 0.17654993977590822, '615': 0.08106897341758829, '144': 0.04988445657478638, '664': 0.07633184016959826, '662': 0.1335464240302891, '495': 0.07380685614499212, '230': 0.04494843406045021, '163': 0.05528756790272107, '440': 0.07483114683653523}","{'469': 0.16645995395764948, '349': 0.07189379020108519, '1009': 0.07118740189059423, '426': 0.0548249730458166, '418': 0.08355280951176026, '254': 0.05117953964535474, '509': 0.11888857111806879, '289': 0.17654993977590822, '615': 0.08106897341758829, '144': 0.04988445657478638, '664': 0.07633184016959826, '662': 0.1335464240302891, '495': 0.07380685614499212, '230': 0.04494843406045021, '163': 0.05528756790272107, '440': 0.07483114683653523}",
32,0.6,Honest_HighestBidder,HighestBidder,0.26986351614201304,0.11863164501351452,0.24195083517318822,0.26986351614201304,0.11863164501351452,0.24195083517318822,1.4259749347893402,0.010875999056624433,0.022181746318980178,1.4259749347893402,0.010875999056624433,0.022181746318980178,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,8.869040694236755,0.851459937010442,1.7365639906006347,3250,,"{'284': 0.06688513454449689, '554': 0.047984593970361186, '390': 0.03879240159131627, '104': 0.05837258303301363, '89': 0.051591331168668264, '263': 0.03297904257978411, '896': 0.01946489000259828, '359': 0.07696748006285856, '244': 0.04993357899223964, '212': 0.012516496456071962, '283': 0.024136700513794622, '361': 0.03569906468234506, '755': 0.022714142068562218, '823': 0.0747223156337688, '500': 0.08974926213582542, '10': 0.037501230964929376, '670': 0.02940272421070787, '850': 0.04703979184593207, '569': 0.06423287388733565, '816': 0.04039741838988403, '79': 0.05826813133496646, '852': 0.008701015709163352, '920': 0.050905858335293874, '247': 0.0284755591595155, '692': 0.013801184241150436, '452': 0.0369270254828443, '468': 0.11109775658122142, '853': 0.01875682058949415, '854': 0.02061336366862979, '882': 0.009286258641578454, '133': 0.06574226711283956, '625': 0.0831727380182956}","{'284': 0.06688513454449689, '554': 0.047984593970361186, '390': 0.03879240159131627, '104': 0.05837258303301363, '89': 0.051591331168668264, '263': 0.03297904257978411, '896': 0.01946489000259828, '359': 0.07696748006285856, '244': 0.04993357899223964, '212': 0.012516496456071962, '283': 0.024136700513794622, '361': 0.03569906468234506, '755': 0.022714142068562218, '823': 0.0747223156337688, '500': 0.08974926213582542, '10': 0.037501230964929376, '670': 0.02940272421070787, '850': 0.04703979184593207, '569': 0.06423287388733565, '816': 0.04039741838988403, '79': 0.05826813133496646, '852': 0.008701015709163352, '920': 0.050905858335293874, '247': 0.0284755591595155, '692': 0.013801184241150436, '452': 0.0369270254828443, '468': 0.11109775658122142, '853': 0.01875682058949415, '854': 0.02061336366862979, '882': 0.009286258641578454, '133': 0.06574226711283956, '625': 0.0831727380182956}",
